Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index
Miscellaneous,Luna,,MASTER,,,,,,,,,,https://media.fullofwishes.co.uk/00-misc/luna-misc-mosaic.jpg,Compilations,
Homesleephome2 Cover Songs,Luna,Various artists,CD,,,2001,Homesleep Records,rec 2008,Fly Into the Mystery,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna-homesleephome2.jpg,,|flyintothemystery||||
Mr Jealousy: Music From The Motion Picture,Luna,Various artists,CD,,,1998,BMG Classics,09026 63243-2,Jealous Guy|Mr Jealousy Luna Suite|Chinatown|Hello Little One,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna-mr-jealousy-soundtrack.jpg,,|jealousguy|mrjealousylunasuite|chinatown|hellolittleone||||
Rare On Air 3: Live Selections From KCRW's Morning Becomes Eclectic,Luna,Various artists,CD,,,1997,Mammoth Records,MR0162-2,23 Minutes in Brussels,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna-rare-on-air-3.jpg,,|23minutesinbrussels||||
"Your Invitation To Suicide: A Tribute To The Songs Of Martin Rev, Alan Vega",Luna,Various artists,CD,,,1994,Munster Records,MR CD 040,Dream Baby Dream,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna-your-invitation-to-suicide.jpg,,|dreambabydream||||
Pop Romantique: French Pop Classics,Luna,Various artists,CD,,,1999,Emperor Norton,EMN 7011-1,La Poupée Qui Fait Non,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna_popromantique.jpg,,|lapoupeequifaitnon||||
Guilt By Association,Luna,Various artists,CD,,,2007,Engine Room Recordings,ERR-003,Straight Up,,,,,,|straightup||||
"Your Invitation To Suicide: A Tribute To The Songs Of Martin Rev, Alan Vega",Luna,Various artists,2xLP,,,1994,Munster Records,MR CD 040,Dream Baby Dream,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna-your-invitation-to-suicide.jpg,,|dreambabydream||||
I Shot Andy Warhol,Luna,Various artists,CD,,,1996,TAG/Atlantic,92690-2,Season of the Witch,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna-i-shot-andy-warhol.jpg,,|seasonofthewitch||||
