Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index,My-record-collection
Never Be a Punching Bag for Nobody,Damon & Naomi,Naomi Yang,MASTER,,US,2023,20|20|20,,,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/pictures/never-be-a-punching-bag-sleeve.jpg,,,[071] Naomi Yang - Never Be a Punching Bag for Nobody|https://www.fullofwishes.co.uk/2023/09/12/my-record-collection-recent-acquisition-03-naomi-yang-never-be-a-punching-bag-for-nobody/
Never Be a Punching Bag for Nobody,Damon & Naomi,Naomi Yang,Digital,,,2023,20|20|20,202020,How I Started Boxing|East Boston Is Not An Airport|Boxing and The City|Wood Island Park and Neptune Road|Never Be A Punching Bag for Nobody|Maverick Street Mothers|The Struggle Continues,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/pictures/never-be-a-punching-bag-sleeve.jpg,Original soundtrack by Naomi Yang. Mixed by Ian Coss. Mastered by Alan Douches at West West Side Music,|howistartedboxing|eastbostonisnotanairport|boxingandthecity|woodislandparkandneptuneroad|neverbeapunchingbagfornobody|maverickstreetmothers|thestrugglecontinues||||,
