section-slug,slug,artistname,year,date,disambiguate,date-added,series,event,venue,city,state,country,_venue-slug,show-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes,setlist-index,_i-was-there,_calendar-subject,,_recording
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-20,,2021-10-09,Dean Wareham plays Galaxie 500,,Nazca,Madrid,,Spain,nazca-madrid-spain,dean-wareham-2022-02-20-nazca-madrid-spain,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://houstonpartymusic.com/tour-dates/295/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Nazca, Madrid, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-22,,2021-10-09,Dean Wareham plays Galaxie 500,,Sala Laut,Barcelona,,Spain,sala-laut-barcelona-spain,dean-wareham-2022-02-22-sala-laut-barcelona-spain,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://houstonpartymusic.com/tour-dates/296/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Sala Laut, Barcelona, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-03-04,,2022-01-27,,,Pappy & Harriet's,Pioneertown,CA,USA,pappy--harriets-pioneertown-ca-usa,dean-wareham-2022-03-04-pappy--harriets-pioneertown-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.eventbrite.com/e/dean-wareham-pappy-harriets-pioneertown-march-4-2022-tickets-246223630507,,,,,,"2022: Dean Wareham - Pappy & Harriet's, Pioneertown, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-04-08,,2022-01-12,,,The Chapel,San Francisco,CA,USA,the-chapel-san-francisco-ca-usa,dean-wareham-2022-04-08-the-chapel-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Derek See - guitar,The Corridors of Power|The Past Is Our Plaything|Robin and Richard|Cashing In|The Last Word|Just As Much As It Was Worth|Under Skys|Flowers|When Will You Come Home|Another Day|Snowstorm|Duchess|Blue Thunder|Neon Lights|Happy and Free|Strange|Fourth of July,,,,https://www.eventbrite.com/e/dean-wareham-tickets-244508340027,,,,|thecorridorsofpower|thepastisourplaything|robinandrichard|cashingin|thelastword|justasmuchasitwasworth|underskys|flowers|whenwillyoucomehome|anotherday|snowstorm|duchess|bluethunder|neonlights|happyandfree|strange|fourthofjuly|,,"2022: Dean Wareham - The Chapel, San Francisco, CA, USA",,2022-04-08
dean-wareham,dean-wareham,Dean Wareham,2022,2022-04-09,,2022-02-23,,,Harlow's,Sacramento,CA,USA,harlows-sacramento-ca-usa,dean-wareham-2022-04-09-harlows-sacramento-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.showclix.com/event/deanwareham22,,,,,,"2022: Dean Wareham - Harlow's, Sacramento, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-05-11,,2022-01-12,,,Zebulon,Los Angeles,CA,USA,zebulon-los-angeles-ca-usa,dean-wareham-2022-05-11-zebulon-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Derek See - guitar,,,,,https://dice.fm/event/oxe8m-dean-wareham-11th-may-zebulon-los-angeles-tickets,,,,,,"2022: Dean Wareham - Zebulon, Los Angeles, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-05-18,,2022-02-01,,,Le Poisson Rouge,New York,NY,USA,le-poisson-rouge-new-york-ny-usa,dean-wareham-2022-05-18-le-poisson-rouge-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://link.dice.fm/Ua686022db81,https://lpr.com/lpr_events/wareham/,,,,,"2022: Dean Wareham - Le Poisson Rouge, New York, NY, USA",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-07,,2022-01-27,Dean Wareham plays Galaxie 500,,Sala X,Seville,,Spain,sala-x-seville-spain,dean-wareham-2022-07-07-sala-x-seville-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://houstonpartymusic.com/tour-dates/293/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Sala X, Seville, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-08,,2022-01-27,Dean Wareham plays Galaxie 500,,Edificio Constitucion 1812,Cadiz,,Spain,edificio-constitucion-1812-cadiz-spain,dean-wareham-2022-07-08-edificio-constitucion-1812-cadiz-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://houstonpartymusic.com/tour-dates/294/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Edificio Constitucion 1812, Cadiz, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-09,,2022-01-27,Dean Wareham plays Galaxie 500,,Mouca,Porto,,Portugal,mouca-porto-portugal,dean-wareham-2022-07-09-mouca-porto-portugal,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://houstonpartymusic.com/tour-dates/383/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Mouca, Porto, Portugal",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-10,,2022-07-07,Dean Wareham plays Galaxie 500,,Radar Estudios,Vigo,,Spain,radar-estudios-vigo-spain,dean-wareham-2022-07-10-radar-estudios-vigo-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://houstonpartymusic.com/tour-dates/293/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Radar Estudios, Vigo, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-11,,2022-01-27,Dean Wareham plays Galaxie 500,,Independance,Madrid,,Spain,independance-madrid-spain,dean-wareham-2022-07-11-independance-madrid-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://houstonpartymusic.com/tour-dates/297/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Independance, Madrid, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-12,,2022-01-27,Dean Wareham plays Galaxie 500,,Las Cigarreras,Alicante,,Spain,las-cigarreras-alicante-spain,dean-wareham-2022-07-12-las-cigarreras-alicante-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://houstonpartymusic.com/tour-dates/298/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Las Cigarreras, Alicante, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-13,,2022-01-27,Dean Wareham plays Galaxie 500,,Loco,Valencia,,Spain,loco-valencia-spain,dean-wareham-2022-07-13-loco-valencia-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://houstonpartymusic.com/tour-dates/295/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Loco, Valencia, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-14,,2022-01-27,Dean Wareham plays Galaxie 500,,La Nau,Barcelona,,Spain,la-nau-barcelona-spain,dean-wareham-2022-07-14-la-nau-barcelona-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://houstonpartymusic.com/tour-dates/296/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - La Nau, Barcelona, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-15,,2022-07-07,Dean Wareham plays Galaxie 500,,La Lata De Bombillas,Zaragoza,,Spain,la-lata-de-bombillas-zaragoza-spain,dean-wareham-2022-07-15-la-lata-de-bombillas-zaragoza-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://houstonpartymusic.com/tour-dates/293/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - La Lata De Bombillas, Zaragoza, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-19,,2021-07-07,Dean Wareham plays Galaxie 500,,Petit Bain,Paris,,France,petit-bain-paris-france,dean-wareham-2022-07-19-petit-bain-paris-france,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://petitbain.org/events/dean-wareham-pmays-galaxie-500-on-fire-more/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Petit Bain, Paris, France",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-21,,2022-01-14,Dean Wareham plays Galaxie 500,,The Rescue Rooms,Nottingham,,UK,the-rescue-rooms-nottingham-uk,dean-wareham-2022-07-21-the-rescue-rooms-nottingham-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - The Rescue Rooms, Nottingham, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-22,,2022-01-14,Dean Wareham plays Galaxie 500,,Islington Assembly Hall,London,,UK,islington-assembly-hall-london-uk,dean-wareham-2022-07-22-islington-assembly-hall-london-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,,,,Dean Wareham plays Galaxie 500's On Fire + more.,,Y,"2022: Dean Wareham - Islington Assembly Hall, London, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-23,,2022-01-14,Dean Wareham plays Galaxie 500,,The Venue,Worthing,,UK,the-venue-worthing-uk,dean-wareham-2022-07-23-the-venue-worthing-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/the-venue/1473012,,,Dean Wareham plays Galaxie 500's On Fire + more.,,Y,"2022: Dean Wareham - The Venue, Worthing, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-25,,2022-01-14,Dean Wareham plays Galaxie 500,,The Fleece,Bristol,,UK,the-fleece-bristol-uk,dean-wareham-2022-07-25-the-fleece-bristol-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - The Fleece, Bristol, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-26,,2022-02-14,Dean Wareham plays Galaxie 500,,Rebellion,Manchester,,UK,rebellion-manchester-uk,dean-wareham-2022-07-26-rebellion-manchester-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Rebellion, Manchester, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-27,,2022-01-14,Dean Wareham plays Galaxie 500,,Brudenell Social Club,Leeds,,UK,brudenell-social-club-leeds-uk,dean-wareham-2022-07-27-brudenell-social-club-leeds-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,http://www.brudenellsocialclub.co.uk/whats-on/dean-wareham-2/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Brudenell Social Club, Leeds, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-28,,2022-01-14,Dean Wareham plays Galaxie 500,,The Cluny 2,Newcastle,,UK,the-cluny-2-newcastle-uk,dean-wareham-2022-07-28-the-cluny-2-newcastle-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://thecluny.com/listing/dean-wareham-plays-galaxie-500/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,Y,"2022: Dean Wareham - The Cluny 2, Newcastle, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-29,,2022-01-14,Dean Wareham plays Galaxie 500,,The Liquid Room,Edinburgh,,UK,the-liquid-room-edinburgh-uk,dean-wareham-2022-07-29-the-liquid-room-edinburgh-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://www.ticketweb.uk/event/dean-wareham-plays-galaxie-500-the-liquid-room-tickets/10242715,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - The Liquid Room, Edinburgh, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-07-30,,2022-01-14,Dean Wareham plays Galaxie 500,,Oran Mor,Glasgow,,UK,oran-mor-glasgow-uk,dean-wareham-2022-07-30-oran-mor-glasgow-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,,,,,https://oran-mor.co.uk/whats-on/event/dean-wareham/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Oran Mor, Glasgow, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-10-28,,2022-09-29,Dean Wareham plays Galaxie 500,Festival Marvin,Circuito Condesa Roma,Mexico City,,Mexico,festival-marvin-circuito-condesa-roma-mexico-city-mexico,dean-wareham-2022-10-28-festival-marvin-circuito-condesa-roma-mexico-city-mexico,,,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,,,,,,,"2022: Dean Wareham - Festival Marvin, Circuito Condesa Roma, Mexico City, Mexico",,
dean-wareham,dean-wareham,Dean Wareham,2023,2023-03-04,,2023-03-05,Dean Wareham plays Galaxie 500,,Awe Bar,Yucca Valley,CA,USA,awe-bar-yucca-valley-ca-usa,dean-wareham-2023-03-04-awe-bar-yucca-valley-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://dice.fm/event/vgpwg-dean-wareham-plays-galaxie-500-4th-mar-awe-bar-yucca-valley-tickets,,,,,,"2023: Dean Wareham - Awe Bar, Yucca Valley, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2023,2023-03-11,,2022-11-29,Dean Wareham plays Galaxie 500,,Loppen,Copenhagen,,Denmark,loppen-copenhagen-denmark,dean-wareham-2023-03-11-loppen-copenhagen-denmark,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,"The Past Is Our Plaything|The Last Word|Robin and Richard|Blue Thunder|Tell Me|Snowstorm|When Will You Come Home|Decomposing Trees|Another Day|Leave the Planet|Plastic Bird|Isn't It a Pity|Strange|^encore|Flowers|Tugboat|Fourth of July|Listen, the Snow Is Falling|Victory Garden",,,,https://tikkio.com/tickets/14736-dean-wareham-us-pa-loppen,http://loppen.dk/kalender/dean-wareham,,Dean Wareham plays Galaxie 500's On Fire + more.,|thepastisourplaything|thelastword|robinandrichard|bluethunder|tellme|snowstorm|whenwillyoucomehome|decomposingtrees|anotherday|leavetheplanet|plasticbird|isntitapity|strange|encore|flowers|tugboat|fourthofjuly|listenthesnowisfalling|victorygarden|,,"2023: Dean Wareham - Loppen, Copenhagen, Denmark",,
dean-wareham,dean-wareham,Dean Wareham,2023,2023-03-12,,2022-11-29,Dean Wareham plays Galaxie 500,,Nachtasyl,Hamburg,,Germany,nachtasyl-hamburg-germany,dean-wareham-2023-03-12-nachtasyl-hamburg-germany,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,Just as Much as It Was Worth|The Last Word|Oblivious|Blue Thunder|Tell Me|Snowstorm|When Will You Come Home|Decomposing Trees|Another Day|Leave the Planet|Plastic Bird|Isn't It a Pity|Strange|^encore|Neon Lights|Tugboat|Don't Let Our Youth Go to Waste|^encore 2|Ceremony,,,,https://cafe-hochberg.tickets.de/de/tour/1005776-galaxie_500,,,Dean Wareham plays Galaxie 500's On Fire + more.,|justasmuchasitwasworth|thelastword|oblivious|bluethunder|tellme|snowstorm|whenwillyoucomehome|decomposingtrees|anotherday|leavetheplanet|plasticbird|isntitapity|strange|encore|neonlights|tugboat|dontletouryouthgotowaste|encore2|ceremony|,,"2023: Dean Wareham - Nachtasyl, Hamburg, Germany",,
dean-wareham,dean-wareham,Dean Wareham,2023,2023-03-14,,2022-13-18,Dean Wareham plays Galaxie 500,,Merleyn,Nijmegen,,The Netherlands,merleyn-nijmegen-the-netherlands,dean-wareham-2023-03-14-merleyn-nijmegen-the-netherlands,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,"Flowers|Robin and Richard|The Last Word|Under Skys|Blue Thunder|Snowstorm|When Will You Come Home|Another Day|Strange|Don't Let Our Youth Go to Waste|^encore|Tugboat|Listen, the Snow Is Falling",,,,,,,,|flowers|robinandrichard|thelastword|underskys|bluethunder|snowstorm|whenwillyoucomehome|anotherday|strange|dontletouryouthgotowaste|encore|tugboat|listenthesnowisfalling|,,"2023: Dean Wareham - Merleyn, Nijmegen, The Netherlands",,
dean-wareham,dean-wareham,Dean Wareham,2023,2023-03-15,,2022-13-18,Dean Wareham plays Galaxie 500,,DB's,Utrecht,,The Netherlands,dbs-utrecht-the-netherlands,dean-wareham-2023-03-15-dbs-utrecht-the-netherlands,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,"The Past Is Our Plaything|Just as Much as It Was Worth|Under Skys|Flowers|Pictures|Temperature's Rising|Blue Thunder|Decomposing Trees|Another Day|Snowstorm|When Will You Come Home|Strange|Listen, the Snow Is Falling|^encore|Cheese and Onions|Tugboat",,,,,,,,|thepastisourplaything|justasmuchasitwasworth|underskys|flowers|pictures|temperaturesrising|bluethunder|decomposingtrees|anotherday|snowstorm|whenwillyoucomehome|strange|listenthesnowisfalling|encore|cheeseandonions|tugboat|,,"2023: Dean Wareham - DB's, Utrecht, The Netherlands",,
dean-wareham,dean-wareham,Dean Wareham,2023,2023-03-16,,2022-10-10,Dean Wareham plays Galaxie 500,,The Garage,London,,UK,the-garage-london-uk,dean-wareham-2023-03-16-the-garage-london-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,"The Past Is Our Plaything|Just as Much as It Was Worth|Under Skys|Flowers|Pictures|Temperature's Rising|Blue Thunder|Decomposing Trees|Another Day|Snowstorm|When Will You Come Home|Strange|Listen, the Snow Is Falling|^encore|Cheese and Onions|Tugboat",,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2023-03-16/2023-03-16-dean-wareham-london-poster.jpg,https://www.alttickets.com/dean-wareham-plays-galaxie-500-tickets,,,,|thepastisourplaything|justasmuchasitwasworth|underskys|flowers|pictures|temperaturesrising|bluethunder|decomposingtrees|anotherday|snowstorm|whenwillyoucomehome|strange|listenthesnowisfalling|encore|cheeseandonions|tugboat|,Y,"2023: Dean Wareham - The Garage, London, UK",,
dean-wareham,dean-wareham,Dean Wareham,2023,2023-03-19,,2022-11-26,Dean Wareham plays Galaxie 500,,Whelan's,Dublin,,Ireland,whelans-dublin-ireland,dean-wareham-2023-03-19-whelans-dublin-ireland,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Derek See - guitar|Roger Brogan - drums,"Under Skys|Just As Much as It Was Worth|Robin and Richard|The Last Word|Blue Thunder|Flowers|Pictures|Temperature's Rising|When Will You Come Home|Another Day|Snowstorm|Decomposing Trees|Strange|^encore|Tugboat|Listen, the Snow Is Falling|Ceremony|",,,,https://www.whelanslive.com/event/dean-wareham/,,,,|underskys|justasmuchasitwasworth|robinandrichard|thelastword|bluethunder|flowers|pictures|temperaturesrising|whenwillyoucomehome|anotherday|snowstorm|decomposingtrees|strange|encore|tugboat|listenthesnowisfalling|ceremony||,,"2023: Dean Wareham - Whelan's, Dublin, Ireland",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-01,,2024-09-28,,,The Garage,Glasgow,,UK,the-garage-glasgow-uk,dean-wareham-2025-04-01-the-garage-glasgow-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|You Were the Ones I Had to Betray|Dear Betty Baby|Yesterday's Hero|The Cloud Is Coming|Bourgeois Manqué|Parking Lot|Just as Much as It Was Worth|Flowers|When Will You Come Home|The Last Word|Blue Thunder|Friendly Advice|^encore|Ceremony|Strange|Fourth of July |,My notes,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2025-04/2025-04-dean-wareham-uk-tour.png,https://www.seetickets.com/event/dean-wareham-songs-of-galaxie-500-luna-and-more/the-garage/3180864,https://garageglasgow.co.uk/gig-listings/,,,|newworldjulie|youweretheonesihadtobetray|dearbettybaby|yesterdayshero|thecloudiscoming|bourgeoismanqu|parkinglot|justasmuchasitwasworth|flowers|whenwillyoucomehome|thelastword|bluethunder|friendlyadvice|encore|ceremony|strange|fourthofjuly||,Y,"2025: Dean Wareham - The Garage, Glasgow, UK",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-02,,2024-09-28,,,Band on the Wall,Manchester,,UK,band-on-the-wall-manchester-uk,dean-wareham-2025-04-02-band-on-the-wall-manchester-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2025-04/2025-04-dean-wareham-uk-tour.png,https://www.seetickets.com/event/dean-wareham-songs-of-galaxie-500-luna-and-more/band-on-the-wall/3180880,,,,,,"2025: Dean Wareham - Band on the Wall, Manchester, UK",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-03,,2024-09-28,,,Rough Trade,Liverpool,,UK,rough-trade-liverpool-uk,dean-wareham-2025-04-03-rough-trade-liverpool-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|We're Not Finished Yet|Dear Betty Baby|Yesterday's Hero|Mystery Guest|Bourgeois Manqué|Just As Much as It Was Worth|Flowers|When Will You Come Home|The Last Word|Blue Thunder|Friendly Advice|Tugboat|^encore|Strange|23 Minutes in Brussels|Ceremony|,,,,https://www.seetickets.com/event/dean-wareham-galaxie-500-/rough-trade/3186952,,,Venue changed from Hangar 34,|newworldjulie|werenotfinishedyet|dearbettybaby|yesterdayshero|mysteryguest|bourgeoismanqu|justasmuchasitwasworth|flowers|whenwillyoucomehome|thelastword|bluethunder|friendlyadvice|tugboat|encore|strange|23minutesinbrussels|ceremony||,,"2025: Dean Wareham - Rough Trade, Liverpool, UK",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-04,,2024-09-28,,,The Assembly,Royal Leamington Spa,,UK,the-assembly-royal-leamington-spa-uk,dean-wareham-2025-04-04-the-assembly-royal-leamington-spa-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Tiger Lily [impromptu]|We're Not Finished Yet|That's The Price of Loving Me|Yesterday's Hero|Mystery Guest|Bourgeois Manqué|Flowers|Snowstorm|Just as Much as It Was Worth|When Will You Come Home|The Last Word|Friendly Advice|Blue Thunder|Tugboat|Strange|Temperature's Rising|23 Minutes in Brussels|,Recording,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2025-04/2025-04-dean-wareham-uk-tour.png,https://www.seetickets.com/event/dean-wareham-songs-of-galaxie-500-luna-and-more/the-assembly/3180868,,,,|newworldjulie|tigerlily|werenotfinishedyet|thatsthepriceoflovingme|yesterdayshero|mysteryguest|bourgeoismanqu|flowers|snowstorm|justasmuchasitwasworth|whenwillyoucomehome|thelastword|friendlyadvice|bluethunder|tugboat|strange|temperaturesrising|23minutesinbrussels||,,"2025: Dean Wareham - The Assembly, Royal Leamington Spa, UK",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-05,,2024-09-28,,,Brudenell Social Club,Leeds,,UK,brudenell-social-club-leeds-uk,dean-wareham-2025-04-05-brudenell-social-club-leeds-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Mystery Guest|That's the Price of Loving Me|Yesterday's Hero|We're Not Finished Yet|Bourgeois Manqué|Flowers|Friendly Advice|Snowstorm|Just as Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|Tugboat|^encore|Strange|The Cloud Is Coming|23 Minutes in Brussels|,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2025-04/2025-04-dean-wareham-uk-tour.png,https://www.seetickets.com/event/dean-wareham-songs-of-galaxie-500-luna-and-more/brudenell-social-club/3180875,,,,|newworldjulie|mysteryguest|thatsthepriceoflovingme|yesterdayshero|werenotfinishedyet|bourgeoismanqu|flowers|friendlyadvice|snowstorm|justasmuchasitwasworth|whenwillyoucomehome|thelastword|bluethunder|tugboat|encore|strange|thecloudiscoming|23minutesinbrussels||,Y,"2025: Dean Wareham - Brudenell Social Club, Leeds, UK",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-06,,2024-09-28,,,The Fleece. Bristol,,,UK,the-fleece-bristol-uk,dean-wareham-2025-04-06-the-fleece-bristol-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Mystery Guest|That's the Price of Loving Me|The Cloud Is Coming|Flowers|Yesterday's Hero|Bourgeois Manqué|Friendly Advice|Snowstorm|Just as Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|Tugboat|^encore|Strange|23 Minutes in Brussels|,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2025-04/2025-04-dean-wareham-uk-tour.png,https://www.seetickets.com/event/dean-wareham-songs-of-galaxie-500-luna-and-more/the-fleece/3180872,,,,|newworldjulie|mysteryguest|thatsthepriceoflovingme|thecloudiscoming|flowers|yesterdayshero|bourgeoismanqu|friendlyadvice|snowstorm|justasmuchasitwasworth|whenwillyoucomehome|thelastword|bluethunder|tugboat|encore|strange|23minutesinbrussels||,,"2025: Dean Wareham - The Fleece. Bristol, UK",,
