section-slug,slug,artistname,year,date,disambiguate,date-added,series,event,venue,city,state,country,_venue-slug,show-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes,setlist-index,_i-was-there,_calendar-subject,,_recording
dean-wareham,dean-wareham,Dean Wareham,2014,2014-05-20,,1994-01-01,,,The Exchange,Bristol,,UK,the-exchange-bristol-uk,dean-wareham-2014-05-20-the-exchange-bristol-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,http://www.thefleece.co.uk/event/dean-wareham-galaxie-500-special-guests/,,,,,"2014: Dean Wareham - The Exchange, Bristol, UK",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-05-21,,1994-01-01,,,The Prince Albert,Brighton,,UK,the-prince-albert-brighton-uk,dean-wareham-2014-05-21-the-prince-albert-brighton-uk,,,"Dean Wareham - guitar and vocals|Britta Phillips - bass, keyboards and backing vocals|Raymond Richards - guitar, keyboards, bass and backing vocals|Roger Brogan - drums",Flowers|Emancipated Hearts|Heartless People|Pictures|The Dancer Disappears|Holding Pattern|When Will You Come Home|Love is Not a Roof Against the Rain|Lost in Space|Babes in the Wood|Blue Thunder|Tugboat|Happy and Free|Strange|Fourth of July,,,,,,,,|flowers|emancipatedhearts|heartlesspeople|pictures|thedancerdisappears|holdingpattern|whenwillyoucomehome|loveisnotaroofagainsttherain|lostinspace|babesinthewood|bluethunder|tugboat|happyandfree|strange|fourthofjuly|,Y,"2014: Dean Wareham - The Prince Albert, Brighton, UK",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-05-22,,1994-01-01,,,The Zephyr Lounge,Leamington Spa,,UK,the-zephyr-lounge-leamington-spa-uk,dean-wareham-2014-05-22-the-zephyr-lounge-leamington-spa-uk,,,"Dean Wareham - guitar and vocals|Britta Phillips - bass, keyboards and backing vocals|Raymond Richards - guitar, keyboards, bass and backing vocals|Roger Brogan - drums",Emancipated Hearts|Pictures|Heartless People|Tiger Lily|The Dancer Disappears|Holding Pattern|Love is Not a Roof Against the Rain|When Will You Come Home|Strange|Moon Palace|Babes in the Wood|Tugboat|Happy and Free|Indian Summer,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-05-22/2014-05-22-dean-wareham.jpg,https://dashboard.ticketscript.com/channel/web2/get-dates/rid/VHCHB5LE/eid/200621/language/en/format/html,http://zephyrlounge.co.uk/,,,|emancipatedhearts|pictures|heartlesspeople|tigerlily|thedancerdisappears|holdingpattern|loveisnotaroofagainsttherain|whenwillyoucomehome|strange|moonpalace|babesinthewood|tugboat|happyandfree|indiansummer|,Y,"2014: Dean Wareham - The Zephyr Lounge, Leamington Spa, UK",,2014-05-22
dean-wareham,dean-wareham,Dean Wareham,2014,2014-05-23,,1994-01-01,,,Islington Assembly Hall,London,,UK,islington-assembly-hall-london-uk,dean-wareham-2014-05-23-islington-assembly-hall-london-uk,,,"Dean Wareham - guitar and vocals|Britta Phillips - bass, keyboards and backing vocals|Raymond Richards - guitar, keyboards, bass and backing vocals|Roger Brogan - drums",Flowers|Emancipated Hearts|Heartless People|Holding Pattern|The Dancer Disappears|Air|When Will You Come Home|Love is Not a Roof Against the Rain|Moon Palace|Babes in the Wood|Strange|Blue Thunder|Tugboat|Happy and Free|Fourth of July|Ceremony,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-05-23/2014-05-23-dean-wareham-london.jpg,http://www.alt-tickets.co.uk/alttickets/home_dean_wareham.html,http://www.islington.gov.uk/assemblyhall/Pages/default.aspx,,Support: Darren Hayman,|flowers|emancipatedhearts|heartlesspeople|holdingpattern|thedancerdisappears|air|whenwillyoucomehome|loveisnotaroofagainsttherain|moonpalace|babesinthewood|strange|bluethunder|tugboat|happyandfree|fourthofjuly|ceremony|,Y,"2014: Dean Wareham - Islington Assembly Hall, London, UK",,2014-05-23
dean-wareham,dean-wareham,Dean Wareham,2014,2014-06-19,,1994-01-01,,,KCRW,Santa Monica,CA,USA,kcrw-santa-monica-ca-usa,dean-wareham-2014-06-19-kcrw-santa-monica-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/bass/keyboards|Roger Brogan - drums,The Dancer Disappears|Holding Pattern|Emancipated Hearts|^interview|Air|Love is Not a Roof Against The Rain|Heartless People|^interview|Blue Thunder,,,,,,,Live radio performance at 11:15 PST,|thedancerdisappears|holdingpattern|emancipatedhearts|interview|air|loveisnotaroofagainsttherain|heartlesspeople|interview|bluethunder|,,"2014: Dean Wareham - KCRW, Santa Monica, CA, USA",,2014-06-19
dean-wareham,dean-wareham,Dean Wareham,2014,2014-06-19,,1994-01-01,,,The Roxy Theatre,West Hollywood,CA,USA,the-roxy-theatre-west-hollywood-ca-usa,dean-wareham-2014-06-19-the-roxy-theatre-west-hollywood-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/bass/keyboards|Roger Brogan - drums,,,,,http://www.theroxy.com/event/562745-dean-wareham-west-hollywood/,,,,,,"2014: Dean Wareham - The Roxy Theatre, West Hollywood, CA, USA",,2014-06-19
dean-wareham,dean-wareham,Dean Wareham,2014,2014-06-20,,1994-01-01,,,The Chapel,San Francisco,CA,USA,the-chapel-san-francisco-ca-usa,dean-wareham-2014-06-20-the-chapel-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - The Chapel, San Francisco, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-06-26,,1994-01-01,,,The Bunk Bar,Portland,OR,USA,the-bunk-bar-portland-or-usa,dean-wareham-2014-06-26-the-bunk-bar-portland-or-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/bass/keyboards|Roger Brogan - drums,,,,,http://portland.strangertickets.com/events/15363730/dean-wareham-plus-guest,http://www.bunksandwiches.com/shows/2014/5/27/dean-wareham-and-parson-redheads,,,,,"2014: Dean Wareham - The Bunk Bar, Portland, OR, USA",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-06-27,,1994-01-01,,,Biltmore Cabaret,Vancouver,Canada,,biltmore-cabaret-vancouver-canada-,dean-wareham-2014-06-27-biltmore-cabaret-vancouver-canada-,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/bass/keyboards|Roger Brogan - drums,,,,,http://www.ticketweb.ca/t3/sale/SaleEventDetail?dispatch=loadSelectionData&eventId=4230264&pl=timbre,http://www.biltmorecabaret.com/node/717,,,,,"2014: Dean Wareham - Biltmore Cabaret, Vancouver, Canada, ",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-06-28,,1994-01-01,,,The Crocodile,Seattle,WA,USA,the-crocodile-seattle-wa-usa,dean-wareham-2014-06-28-the-crocodile-seattle-wa-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/bass/keyboards|Roger Brogan - drums,,,,,http://www.ticketfly.com/purchase/event/557519,http://www.thecrocodile.com/event/557519-dean-wareham-galaxie-500-seattle/,,,,,"2014: Dean Wareham - The Crocodile, Seattle, WA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-06-28,,1994-01-01,,,KEXP,Seattle,WA,USA,kexp-seattle-wa-usa,dean-wareham-2014-06-28-kexp-seattle-wa-usa,,,"Dean Wareham - guitar and vocals|Britta Phillips - bass, keyboards and backing vocals|Raymond Richards - guitar, keyboards, bass and backing vocals|Roger Brogan - drums",The Dancer Disappears|Holding Pattern|^interview|Happy and Free|Ceremony,,,https://media.fullofwishes.co.uk/05-dean_wareham/pictures/dean-wareham-kexp-instagram.jpg,,http://kexp.org,,Radio show,|thedancerdisappears|holdingpattern|interview|happyandfree|ceremony|,,"2014: Dean Wareham - KEXP, Seattle, WA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-07-11,,1994-01-01,,,ICA,Boston,MA,USA,ica-boston-ma-usa,dean-wareham-2014-07-11-ica-boston-ma-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-07-11/2014-07-11-dean-wareham-quilt-ica-boston.jpg,https://buy.icaboston.org/public/,http://www.icaboston.org/programs/performance/wavelengths/dean-wareham/,,Support: Quilt,,,"2014: Dean Wareham - ICA, Boston, MA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-07-26,,1994-01-01,,,Indietracks Festival,Derbyshire,,UK,indietracks-festival-derbyshire-uk,dean-wareham-2014-07-26-indietracks-festival-derbyshire-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/keyboards/bass|Roger Brogan - drums,Emancipated Hearts|When Will You Come Home|The Dancer Disappears|Holding Pattern|Snowstorm|Love Is Not a Roof Against the Rain|Decomposing Trees|Strange|Blue Thunder|Babes in the Wood|Tugboat|Fourth of July,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-07-26/indietracks-2014.jpg,http://www.indietracks.co.uk/tickets/,http://www.indietracks.co.uk/,,Played the indoor stage at 20:00 on the Saturday of the festival.,|emancipatedhearts|whenwillyoucomehome|thedancerdisappears|holdingpattern|snowstorm|loveisnotaroofagainsttherain|decomposingtrees|strange|bluethunder|babesinthewood|tugboat|fourthofjuly|,Y,"2014: Dean Wareham - Indietracks Festival, Derbyshire, UK",,2014-07-26
dean-wareham,dean-wareham,Dean Wareham,2014,2014-07-27,,1994-01-01,,,Broadcast,Glasgow,,UK,broadcast-glasgow-uk,dean-wareham-2014-07-27-broadcast-glasgow-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/keyboards/bass|Roger Brogan - drums,,,,,,http://broadcastglasgow.com/,,,,,"2014: Dean Wareham - Broadcast, Glasgow, UK",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-07-29,,1994-01-01,,,Gebaüde 9,Köln,,Germany,gebaude-9-koln-germany,dean-wareham-2014-07-29-gebaude-9-koln-germany,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Gebaüde 9, Köln, Germany",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-07-30,,1994-01-01,,,Privatclub,Berlin,,Germany,privatclub-berlin-germany,dean-wareham-2014-07-30-privatclub-berlin-germany,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Privatclub, Berlin, Germany",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-07-31,,1994-01-01,,,Off Festival,Katowice,,Poland,off-festival-katowice-poland,dean-wareham-2014-07-31-off-festival-katowice-poland,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Off Festival, Katowice, Poland",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-08-02,,1994-01-01,,,Lokalhelden,Augsburg,,Germany,lokalhelden-augsburg-germany,dean-wareham-2014-08-02-lokalhelden-augsburg-germany,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-08-02/2014-08-02-dean-wareham-augsburg.jpg,https://shop.tapeterecords.com/dean-wareham-live.html,,,,,,"2014: Dean Wareham - Lokalhelden, Augsburg, Germany",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-10-09,,1994-01-01,,,Ooga Twooga,Los Angeles,CA,USA,ooga-twooga-los-angeles-ca-usa,dean-wareham-2014-10-09-ooga-twooga-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-10-09/2014-10-09-dean-wareham-ooga-twooga.jpg,http://356mission.tumblr.com/post/98944959665/please-join-us-to-celebrate-the-release-of-brian,http://356mission.tumblr.com,,"Brian Calvin book launch. This program will feature a discussion by Brian Calvin, Bruce Hainley, and Sarah Lehrer-Graiwer followed by a performance by Dean Wareham.",,,"2014: Dean Wareham - Ooga Twooga, Los Angeles, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-10-17,,1994-01-01,Exposed: Songs For Unseen Warhol Films,,Carnegie Music Hall of Oakland,Pittsburgh,PA,USA,carnegie-music-hall-of-oakland-pittsburgh-pa-usa,dean-wareham-2014-10-17-carnegie-music-hall-of-oakland-pittsburgh-pa-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,Exposed: Songs For Unseen Warhol Films,,,"2014: Dean Wareham - Carnegie Music Hall of Oakland, Pittsburgh, PA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-10-24,,1994-01-01,Exposed: Songs For Unseen Warhol Films,,"Royce Hall, Center for the Art of Performance at UCLA",Los Angeles,CA,USA,royce-hall-center-for-the-art-of-performance-at-ucla-los-angeles-ca-usa,dean-wareham-2014-10-24-royce-hall-center-for-the-art-of-performance-at-ucla-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,http://cap.ucla.edu/calendar/event_detail.asp?id=499,,,"Exposed: Songs for Unseen Warhol FilmsCreated in celebration of the Andy Warhol Museum\'s 20th Anniversary, this multimedia performance event unveils 15 never-before-seen 1960s films captured by Andy Warhol, featuring Marcel Duchamp, Edie Sedgwick, Donovan, Warhol himself, and others.Five songwriter-composers who reflect the generational trajectory and musical influence of post-Velvet Underground 70s to today — Guest Music Curator Dean Wareham (Galaxie 500, Luna), Tom Verlaine (Television), Martin Rev (Suicide), Eleanor Friedberger (the Fiery Furnaces), and Bradford Cox (Deerhunter)—perform live original scores to these unseen celluloid gems from one of America's most iconic art-makers. This work was commissioned by The Warhol Museum, The Brooklyn Academy of Music's 2014 Next Wave Festival and Center for the Art of Performance at UCLA.",,,"2014: Dean Wareham - Royce Hall, Center for the Art of Performance at UCLA, Los Angeles, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-11-06,,1994-01-01,Exposed: Songs For Unseen Warhol Films,,BAM Howard Gilman Opera House,New York,NY,USA,bam-howard-gilman-opera-house-new-york-ny-usa,dean-wareham-2014-11-06-bam-howard-gilman-opera-house-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-11-06/20141106-dean-wareham-unseen-warhol.jpg,http://commerce.bam.org/tickets/production.aspx?pid=8929,http://www.bam.org/music/2014/exposed-songs-for-unseen-warhol-films,,Exposed: Songs for Unseen Warhol Films,,,"2014: Dean Wareham - BAM Howard Gilman Opera House, New York, NY, USA",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-11-07,,1994-01-01,Exposed: Songs For Unseen Warhol Films,,BAM Howard Gilman Opera House,New York,NY,USA,bam-howard-gilman-opera-house-new-york-ny-usa,dean-wareham-2014-11-07-bam-howard-gilman-opera-house-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,Exposed: Songs for Unseen Warhol Films,,,"2014: Dean Wareham - BAM Howard Gilman Opera House, New York, NY, USA",,
dean-wareham,dean-wareham,Dean Wareham,2014,2014-11-08,,1994-01-01,Exposed: Songs For Unseen Warhol Films,,BAM Howard Gilman Opera House,New York,NY,USA,bam-howard-gilman-opera-house-new-york-ny-usa,dean-wareham-2014-11-08-bam-howard-gilman-opera-house-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,Exposed: Songs for Unseen Warhol Films,,,"2014: Dean Wareham - BAM Howard Gilman Opera House, New York, NY, USA",,
dean-wareham,dean-wareham,Dean Wareham,2016,2016-05-16,,1994-01-01,Exposed: Songs For Unseen Warhol Films,,The Barbican,London,,UK,the-barbican-london-uk,dean-wareham-2016-05-16-the-barbican-london-uk,,,Dean Wareham - guitar/vocals|Tom Verlaine - guitar|Martin Rev - keyboards/vocals|Eleanor Friedberger - guitar/vocals|Britta Phillips - bass/vocals|Jason Quever - guitar/keyboards|Noah Hecht - drums,^John Washing (1963) - Tom Verlaine|^Jill (1963) - Tom Verlaine|^Bob Indiana Etc. (1963) - Tom Verlaine|^Superboy (extract - 1966) - Martin Rev|^Allen (1964) - Martin Rev|^Jack Cigarette (extract from Batman Dracula) (1964) - Martin Rev|^Screen Test: Donovan (ST 78 - 1966) - Eleanor Friedberger|^Marisol – Stop Motion (1963) - Eleanor Friedberger|^Screen Test: Edie Sedgwick (ST 310 - 1965) - Eleanor Friedberger|^Paraphernalia (1966) - Dean Wareham|^Nico/Antoine (1966) - Dean Wareham|^Kiss the Boot (extract) (1966) - Dean Wareham|^Screen Test: Marcel Duchamp and Benedetta Barzini (ST 81 - 1966) - Bradford Cox (recording)|^Mario Montez and Boy (1965) - Bradford Cox (recording)|^Me and Taylor (1963) - Bradford Cox (recording),,,,https://www.barbican.org.uk/eticketing/performancelist.asp?shoid=39915,http://www.barbican.org.uk/music/event-detail.asp?ID=18947,,"Exposed: Songs For Unseen Warhol Films.15 Andy Warhol films with live accompaniment.Featuring Dean Wareham, Tom Verlaine, Maritn Rev and Eleanor Friedburger.Bradford Cox was unavailable to play due to a family bereavement - his films were shown with recorded music.",|johnwashing1963tomverlaine|jill1963tomverlaine|bobindianaetc1963tomverlaine|superboyextract1966martinrev|allen1964martinrev|jackcigaretteextractfrombatmandracula1964martinrev|screentestdonovanst781966eleanorfriedberger|marisolstopmotion1963eleanorfriedberger|screentestediesedgwickst3101965eleanorfriedberger|paraphernalia1966deanwareham|nicoantoine1966deanwareham|kissthebootextract1966deanwareham|screentestmarcelduchampandbenedettabarzinist811966bradfordcoxrecording|mariomontezandboy1965bradfordcoxrecording|meandtaylor1963bradfordcoxrecording|,Y,"2016: Dean Wareham - The Barbican, London, UK",^Me and Taylor (1963) - Bradford Cox (recording),
dean-wareham,dean-wareham,Dean Wareham,2016,2016-05-18,,1994-01-01,Exposed: Songs For Unseen Warhol Films,,Le Lieu Unique,Nantes,,France,le-lieu-unique-nantes-france,dean-wareham-2016-05-18-le-lieu-unique-nantes-france,,,Dean Wareham - guitar/vocals|Tom Verlaine - guitar|Martin Rev - keyboards/vocals|Eleanor Friedberger - guitar/vocals|Britta Phillips - bass/vocals|Jason Quever - guitar/keyboards|Noah Hecht - drums,^John Washing (1963) - Tom Verlaine|^Jill (1963) - Tom Verlaine|^Bob Indiana Etc. (1963) - Tom Verlaine|^Superboy (extract - 1966) - Martin Rev|^Allen (1964) - Martin Rev|^Jack Cigarette (extract from Batman Dracula) (1964) - Martin Rev|^Screen Test: Donovan (ST 78 - 1966) - Eleanor Friedberger|^Marisol – Stop Motion (1963) - Eleanor Friedberger|^Screen Test: Edie Sedgwick (ST 310 - 1965) - Eleanor Friedberger|^Paraphernalia (1966) - Dean Wareham|^Nico/Antoine (1966) - Dean Wareham|^Kiss the Boot (extract) (1966) - Dean Wareham|^Screen Test: Marcel Duchamp and Benedetta Barzini (ST 81 - 1966) - Bradford Cox (recording)|^Mario Montez and Boy (1965) - Bradford Cox (recording)|^Me and Taylor (1963) - Bradford Cox (recording),,,,http://bandsintown.fnacspectacles.com/place-spectacle/manifestation/Cine-concert-EXPOSED-9L60B.htm,,,"Exposed: Songs For Unseen Warhol Films.15 Andy Warhol films with live accompaniment.Featuring Dean Wareham, Tom Verlaine, Maritn Rev and Eleanor Friedburger.Bradford Cox was unavailable to play due to a family bereavement - his films were shown with recorded music.",|johnwashing1963tomverlaine|jill1963tomverlaine|bobindianaetc1963tomverlaine|superboyextract1966martinrev|allen1964martinrev|jackcigaretteextractfrombatmandracula1964martinrev|screentestdonovanst781966eleanorfriedberger|marisolstopmotion1963eleanorfriedberger|screentestediesedgwickst3101965eleanorfriedberger|paraphernalia1966deanwareham|nicoantoine1966deanwareham|kissthebootextract1966deanwareham|screentestmarcelduchampandbenedettabarzinist811966bradfordcoxrecording|mariomontezandboy1965bradfordcoxrecording|meandtaylor1963bradfordcoxrecording|,,"2016: Dean Wareham - Le Lieu Unique, Nantes, France",,
dean-wareham,dean-wareham,Dean Wareham,2016,2016-05-21,,1994-01-01,Exposed: Songs For Unseen Warhol Films,,"Cité de la musique, Philharmonie 2",Paris,,France,cite-de-la-musique-philharmonie-2-paris-france,dean-wareham-2016-05-21-cite-de-la-musique-philharmonie-2-paris-france,,,Dean Wareham - guitar/vocals|Tom Verlaine - guitar|Martin Rev - keyboards/vocals|Eleanor Friedberger - guitar/vocals|Britta Phillips - bass/vocals|Jason Quever - guitar/keyboards|Noah Hecht - drums,^John Washing (1963) - Tom Verlaine|^Jill (1963) - Tom Verlaine|^Bob Indiana Etc. (1963) - Tom Verlaine|^Superboy (extract - 1966) - Martin Rev|^Allen (1964) - Martin Rev|^Jack Cigarette (extract from Batman Dracula) (1964) - Martin Rev|^Screen Test: Donovan (ST 78 - 1966) - Eleanor Friedberger|^Marisol – Stop Motion (1963) - Eleanor Friedberger|^Screen Test: Edie Sedgwick (ST 310 - 1965) - Eleanor Friedberger|^Paraphernalia (1966) - Dean Wareham|^Nico/Antoine (1966) - Dean Wareham|^Kiss the Boot (extract) (1966) - Dean Wareham|^Screen Test: Marcel Duchamp and Benedetta Barzini (ST 81 - 1966) - Bradford Cox (recording)|^Mario Montez and Boy (1965) - Bradford Cox (recording)|^Me and Taylor (1963) - Bradford Cox (recording),,,,https://citm-philharmoniedeparis.shop.secutix.com/selection/event/seat?perfId=480809724&lang=en,http://philharmoniedeparis.fr/en/activity/cine-concert/15512-exposed-songs-unseen-warhol-films,,"Exposed: Songs For Unseen Warhol Films.15 Andy Warhol films with live accompaniment.Featuring Dean Wareham, Tom Verlaine, Maritn Rev and Eleanor Friedburger.Bradford Cox was unavailable to play due to a family bereavement - his films were shown with recorded music.",|johnwashing1963tomverlaine|jill1963tomverlaine|bobindianaetc1963tomverlaine|superboyextract1966martinrev|allen1964martinrev|jackcigaretteextractfrombatmandracula1964martinrev|screentestdonovanst781966eleanorfriedberger|marisolstopmotion1963eleanorfriedberger|screentestediesedgwickst3101965eleanorfriedberger|paraphernalia1966deanwareham|nicoantoine1966deanwareham|kissthebootextract1966deanwareham|screentestmarcelduchampandbenedettabarzinist811966bradfordcoxrecording|mariomontezandboy1965bradfordcoxrecording|meandtaylor1963bradfordcoxrecording|,,"2016: Dean Wareham - Cité de la musique, Philharmonie 2, Paris, France",,
dean-wareham,dean-wareham,Dean Wareham,2017,2017-06-10,,2017-02-23,Dean Wareham plays Galaxie 500,,Huichica Music Festival,Sonoma,CA,USA,huichica-music-festival-sonoma-ca-usa,dean-wareham-2017-06-10-huichica-music-festival-sonoma-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2017-06-06/dean-wareham-huichica-2017-poster.jpg,http://www.ticketfly.com/event/1438216-huichica-sonoma-sonoma/,http://www.huichica.com/dean-wareham,,Dean Wareham plays Galaxie 500 - date confirmed.,,,"2017: Dean Wareham - Huichica Music Festival, Sonoma, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2017,2017-07-15,,2017-06-10,Dean Wareham plays Galaxie 500,,The Chapel,San Francisco,CA,USA,the-chapel-san-francisco-ca-usa,dean-wareham-2017-07-15-the-chapel-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Jason Quever - guitar/keyboards,Flowers|Pictures|Parking Lot|Don't Let Our Youth Go to Waste|Temperature's Rising|Oblivious|It's Getting Late|Instrumental|Tugboat|King of Spain|^encore|Emancipated Hearts|Strange|Love is Colder Than Death|Blue Thunder|When Will You Come Home|^encore 2|Ceremony|Fourth of July,,,,https://www.ticketfly.com/purchase/event/1505123,http://www.thechapelsf.com/event/1505123,,Dean Wareham plays Galaxie 500's classic LP “TODAY”,|flowers|pictures|parkinglot|dontletouryouthgotowaste|temperaturesrising|oblivious|itsgettinglate|instrumental|tugboat|kingofspain|encore|emancipatedhearts|strange|loveiscolderthandeath|bluethunder|whenwillyoucomehome|encore2|ceremony|fourthofjuly|,,"2017: Dean Wareham - The Chapel, San Francisco, CA, USA",,2017-07-15
dean-wareham,dean-wareham,Dean Wareham,2018,2018-08-10,,2018-07-01,,Athens Popfest,The Georgia Theatre,Athens,GA,USA,athens-popfest-the-georgia-theatre-athens-ga-usa,dean-wareham-2018-08-10-athens-popfest-the-georgia-theatre-athens-ga-usa,,,Dean Wareham - guitar/vocals,,,,,https://www.ticketfly.com/purchase/event/1690966,https://www.georgiatheatre.com/event/1690966-athens-popfest-2018-athens/,,,,,"2018: Dean Wareham - Athens Popfest, The Georgia Theatre, Athens, GA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2018,2018-10-25,,2018-10-26,,,Fingerprints Music,Long Beach,CA,USA,fingerprints-music-long-beach-ca-usa,dean-wareham-2018-10-25-fingerprints-music-long-beach-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,,,,,,,"2018: Dean Wareham - Fingerprints Music, Long Beach, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2018,2018-12-07,,2018-09-15,Dean Wareham vs. Cheval Sombre,,Le Poisson Rouge,New York,NY,USA,le-poisson-rouge-new-york-ny-usa,dean-wareham-2018-12-07-le-poisson-rouge-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Cheval Sombre - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums,,,,,https://www.eventbrite.com/e/dean-wareham-cheval-sombre-tickets-50248206739,https://lpr.com/lpr_events/dean-wareham-cheval-sombre-december-7th-2018/,,,,,"2018: Dean Wareham - Le Poisson Rouge, New York, NY, USA",,
dean-wareham,dean-wareham,Dean Wareham,2018,2018-12-08,,2018-12-09,,,Alphaville,Brooklyn,NY,USA,alphaville-brooklyn-ny-usa,dean-wareham-2018-12-08-alphaville-brooklyn-ny-usa,,,Dean Wareham - guitar/vocals|Jason Quever - guitar|Britta Phillips - bass/vocals|Roger Brogan - drums,,,,,,,,Secret set of Galaxie 500 songs,,,"2018: Dean Wareham - Alphaville, Brooklyn, NY, USA",,
dean-wareham,dean-wareham,Dean Wareham,2019,2019-01-25,,2019-01-10,Dean Wareham vs. Cheval Sombre,,Zebulon,Los Angeles,CA,USA,zebulon-los-angeles-ca-usa,dean-wareham-2019-01-25-zebulon-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Cheval Sombre - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Jason Quever - guitar,"^Dean Wareham vs. Cheval Sombre|The Bend in the River|Tomorrow is a Long Time|Mountains of the Moon|If I Could Only Fly|My Rifle, My Pony and Me|Alberta|Greensboro Woman|Grand Canyon|Wayfaring Stranger|^Dean Wareham|Heartless People|Love Is Colder Than Death|Emancipated Hearts|Lonesome Cowboy Bill|Temperature's Rising|Snowstorm|Strange",,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2019-01-25/dean-wareham-vs-cheval-sombre-zebulon-poster.jpg,https://zebulon.ticketfly.com/event/1785620-dean-wareham-cheval-sombre-los-angeles/,,,,|deanwarehamvschevalsombre|thebendintheriver|tomorrowisalongtime|mountainsofthemoon|ificouldonlyfly|myriflemyponyandme|alberta|greensborowoman|grandcanyon|wayfaringstranger|deanwareham|heartlesspeople|loveiscolderthandeath|emancipatedhearts|lonesomecowboybill|temperaturesrising|snowstorm|strange|,,"2019: Dean Wareham - Zebulon, Los Angeles, CA, USA",,
