slug,artistname,year,date,disambiguate,date-added,series,venue,venue-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes,setlist-index
luna,Luna,2005,2005-02-12,,1994-01-01,,"Richards on Richards, Vancouver, Canada",richards-on-richards-vancouver-canada,,,"Dean Wareham - guitar, vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass",Sideshow By The Seashore|Cindy Tastes of Barbecue|Hello Little One|Speedbumps|Moon Palace|Malibu Love Nest|Pup Tent|Broken Chair|Bonnie and Clyde|Friendly Advice|Bewitched|23 Minutes in Brussels|Into The Fold|Black Postcards|California (All The Way)|Fuzzy Wuzzy,,,,,,,,|sideshowbytheseashore|cindytastesofbarbecue|hellolittleone|speedbumps|moonpalace|malibulovenest|puptent|brokenchair|bonnieandclyde|friendlyadvice|bewitched|minutesinbrussels|intothefold|blackpostcards|californiaalltheway|fuzzywuzzy|
luna,Luna,2005,2005-02-23,,1994-01-01,,"Caberet Metro, Chicago IL, USA",caberet-metro-chicago-il-usa,,,"Dean Wareham - guitar, vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass",Fuzzy Wuzzy|Sideshow By The Seashore|Speedbumps|Anesthesia|Still At Home|This Time Around|Malibu Love Nest|Bewitched|1995|Tracy I Love You|Moon Palace|Black Postcards|Blue Thunder|Freakin' and Peakin'|Chinatown|23 Minutes in Brussels,,,,,,,,|fuzzywuzzy|sideshowbytheseashore|speedbumps|anesthesia|stillathome|thistimearound|malibulovenest|bewitched||tracyiloveyou|moonpalace|blackpostcards|bluethunder|freakinandpeakin|chinatown|minutesinbrussels|
luna,Luna,2005,2005-02-24,,1994-01-01,,"St. Andrews Hall, Detroit MI, USA",st-andrews-hall-detroit-mi-usa,,,"Dean Wareham - guitar, vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass",California (All The Way)|Malibu Love Nest|Rhythm King|Speedbumps|Broken Chair|Astronaut|Tiger Lily|Bonnie and Clyde|Friendly Advice|Pup Tent|Lost In Space|Sideshow By The Seashore|Bewitched|Black Postcards|Tugboat|Indian Summer|Time to Quit|Moon Palace,,,,,,,,|californiaalltheway|malibulovenest|rhythmking|speedbumps|brokenchair|astronaut|tigerlily|bonnieandclyde|friendlyadvice|puptent|lostinspace|sideshowbytheseashore|bewitched|blackpostcards|tugboat|indiansummer|timetoquit|moonpalace|
luna,Luna,2005,2005-02-26,,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,"Dean Wareham - guitar, vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass",Fuzzy Wuzzy|Slide|Chinatown|Malibu Love Nest|Black Champagne|Still At Home|Pup Tent|Speedbumps|Mermaid Eyes|Sideshow By The Seashore|Lost In Space|23 Minutes in Brussels|Tracy I Love You|Black Postcards|Bewitched|Friendly Advice|I Can't Wait|Indian Summer,,,,,,,,|fuzzywuzzy|slide|chinatown|malibulovenest|blackchampagne|stillathome|puptent|speedbumps|mermaideyes|sideshowbytheseashore|lostinspace|minutesinbrussels|tracyiloveyou|blackpostcards|bewitched|friendlyadvice|icantwait|indiansummer|
luna,Luna,2005,2005-02-27,-2000,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,"Dean Wareham - guitar, vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass",Superfreaky Memories|Rhythm King|Slash Your Tires|Cindy Tastes of Barbecue|Lovedust|Speedbumps|Black Postcards|1995|Bobby Peru|Four Thousand Days|Moon Palace|Bonnie and Clyde|Bewitched|Freakin' and Peakin'|Sweet Child o' Mine|Fourth of July|23 Minutes in Brussels,,,,,,,Late show,|superfreakymemories|rhythmking|slashyourtires|cindytastesofbarbecue|lovedust|speedbumps|blackpostcards||bobbyperu|fourthousanddays|moonpalace|bonnieandclyde|bewitched|freakinandpeakin|sweetchildomine|fourthofjuly|minutesinbrussels|
luna,Luna,2005,2005-02-27,-1400,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,"Dean Wareham - guitar, vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass",Egg Nog|California (All The Way)|Weird And Woozy|Broken Chair|Tiger Lily|Malibu Love Nest|Into The Fold|This Time Around|Pup Tent|Anesthesia|23 Minutes in Brussels|The Slow Song|Moon Palace|Superfreaky Memories|Tugboat|Bonnie and Clyde|Tracy I Love You,,,,,,,matinee - 2pm,|eggnog|californiaalltheway|weirdandwoozy|brokenchair|tigerlily|malibulovenest|intothefold|thistimearound|puptent|anesthesia|minutesinbrussels|theslowsong|moonpalace|superfreakymemories|tugboat|bonnieandclyde|tracyiloveyou|
luna,Luna,2005,2005-02-28,,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,"Dean Wareham - guitar, vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass",Chinatown|Sideshow By The Seashore|Astronaut|California (All The Way)|Malibu Love Nest|Tiger Lily|Broken Chair|Friendly Advice|Bewitched|Tracy I Love You|Pup Tent|Time to Quit|Going Home|Moon Palace|Black Postcards|Everybody's Talkin'|Fuzzy Wuzzy|Indian Summer|23 Minutes in Brussels,,,,,,,,|chinatown|sideshowbytheseashore|astronaut|californiaalltheway|malibulovenest|tigerlily|brokenchair|friendlyadvice|bewitched|tracyiloveyou|puptent|timetoquit|goinghome|moonpalace|blackpostcards|everybodystalkin|fuzzywuzzy|indiansummer|minutesinbrussels|
luna,Luna,2015,2015-04-13,,1994-01-01,,"The Echo, Los Angeles, CA, USA",the-echo-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Chinatown|Sideshow by the Seashore|Malibu Love Nest|Going Home|Weird and Woozy|California (All The Way)|Friendly Advice|Lost in Space|Tracy I Love You|Pup Tent|Slash Your Tires|Bewitched|Moon Palace|23 Minutes in Brussels|^encore|Tiger Lily|Indian Summer,,,,,,,,|slide|chinatown|sideshowbytheseashore|malibulovenest|goinghome|weirdandwoozy|californiaalltheway|friendlyadvice|lostinspace|tracyiloveyou|puptent|slashyourtires|bewitched|moonpalace|minutesinbrussels|encore|tigerlily|indiansummer|
luna,Luna,2015,2015-04-17,,1994-01-01,,"Gijon Sound Festival, Teatro Albéniz, Gijon, Spain",gijon-sound-festival-teatro-albeniz-gijon-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Chinatown|Speedbumps|Sideshow by the Seashore|Malibu Love Nest|Friendly Advice|Tiger Lily|Tracy I Love You|Pup Tent|Bewitched|23 Minutes in Brussels|Moon Palace|Indian Summer,photo on Flickr by city kitty,,https://media.fullofwishes.co.uk/02-luna/pictures/luna-tour-spain-2015.jpg,http://www.gijonsoundfestival.com/2015/tickets_en_138-1264.php,http://www.gijonsoundfestival.com/2015/artistas-luna_en_429-1236.php,,Support from Flowers.,|slide|chinatown|speedbumps|sideshowbytheseashore|malibulovenest|friendlyadvice|tigerlily|tracyiloveyou|puptent|bewitched|minutesinbrussels|moonpalace|indiansummer|
luna,Luna,2015,2015-04-18,,1994-01-01,,"Escenario Santander, Santander, Spain",escenario-santander-santander-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Chinatown|Sideshow by the Seashore|Cindy Tastes of Barbecue|Bobby Peru|Tracy I Love You|Tiger Lily|Friendly Advice|California (All The Way)|Bewitched|Moon Palace|Time to Quit|23 Minutes in Brussels|^encore|Ride Into the Sun|Indian Summer|^encore|Slash Your Tires,https://www.flickr.com/photos/city_kitty/17005570610/,,https://media.fullofwishes.co.uk/02-luna/pictures/luna-tour-spain-2015.jpg,,,,,|slide|chinatown|sideshowbytheseashore|cindytastesofbarbecue|bobbyperu|tracyiloveyou|tigerlily|friendlyadvice|californiaalltheway|bewitched|moonpalace|timetoquit|minutesinbrussels|encore|rideintothesun|indiansummer|encore|slashyourtires|
luna,Luna,2015,2015-04-19,,1994-01-01,,"Teatre de Lloseta, Lloseta, Mallorca, Spain, Mallorca, Spain",teatre-de-lloseta-lloseta-mallorca-spain-mallorca-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Chinatown|Sideshow by the Seashore|Anesthesia|Malibu Love Nest|Pup Tent|Tracy I Love You|Bewitched|Friendly Advice|Tiger Lily|Moon Palace|Ride Into the Sun|23 Minutes in Brussels|^encore|Outdoor Miner|Indian Summer,,,,,,,,|chinatown|sideshowbytheseashore|anesthesia|malibulovenest|puptent|tracyiloveyou|bewitched|friendlyadvice|tigerlily|moonpalace|rideintothesun|minutesinbrussels|encore|outdoorminer|indiansummer|
luna,Luna,2015,2015-04-20,,1994-01-01,,"Teatro Lara, Madrid, Spain",teatro-lara-madrid-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Chinatown|Sideshow by the Seashore|Malibu Love Nest|California (All The Way)|Cindy Tastes of Barbecue|Tracy I Love You|Pup Tent|Bobby Peru|Tiger Lily|Lost in Space|Bewitched|Moon Palace|Friendly Advice|^encore|Ride Into the Sun|23 Minutes in Brussels|Outdoor Miner|Time to Quit,https://www.flickr.com/photos/city_kitty/17219914052/,,https://media.fullofwishes.co.uk/02-luna/pictures/luna-tour-spain-2015.jpg,,,,,|chinatown|sideshowbytheseashore|malibulovenest|californiaalltheway|cindytastesofbarbecue|tracyiloveyou|puptent|bobbyperu|tigerlily|lostinspace|bewitched|moonpalace|friendlyadvice|encore|rideintothesun|minutesinbrussels|outdoorminer|timetoquit|
luna,Luna,2015,2015-04-21,,1994-01-01,,"Teatro Lara, Madrid, Spain",teatro-lara-madrid-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Malibu Love Nest|Chinatown|Sideshow by the Seashore|Lost in Space|Speedbumps|Going Home|This Time Around|Friendly Advice|Tracy I love You|Bewitched|Bonnie and Clyde|Indian Summer|^encore|Slash Your Tires|23 Minutes in Brussels,,,,,,,,|slide|malibulovenest|chinatown|sideshowbytheseashore|lostinspace|speedbumps|goinghome|thistimearound|friendlyadvice|tracyiloveyou|bewitched|bonnieandclyde|indiansummer|encore|slashyourtires|minutesinbrussels|
luna,Luna,2015,2015-04-22,,1994-01-01,,"La Cambra Valencia, Spain",la-cambra-valencia-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Sideshow by the Seashore|Anesthesia|Speedbumps|California (All The Way)|Pup Tent|Tracy I Love You|Friendly Advice|Bewitched|Tiger Lily|Moon Palace|Fuzzy Wuzzy|Indian Summer|^encore|Sweet Child o' Mine|23 Minutes in Brussels|^encore 2|Bonnie and Clyde|Slash Your Tires,,,https://media.fullofwishes.co.uk/02-luna/pictures/luna-tour-spain-2015.jpg,,,,,|slide|sideshowbytheseashore|anesthesia|speedbumps|californiaalltheway|puptent|tracyiloveyou|friendlyadvice|bewitched|tigerlily|moonpalace|fuzzywuzzy|indiansummer|encore|sweetchildomine|minutesinbrussels|encore|bonnieandclyde|slashyourtires|
luna,Luna,2015,2015-04-23,,1994-01-01,,"Bikini, Barcelona, Spain",bikini-barcelona-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Chinatown|Sideshow by the Seashore|Malibu Love Nest|This Time Around|Tracy I Love You|Cindy Tastes of Barbecue|Lost in Space|Going Home|Still at Home|Superfreaky Memories|Bewitched|Friendly Advice|23 Minutes in Brussels|^encore|Ride Into the Sun|Indian Summer,,,https://media.fullofwishes.co.uk/02-luna/pictures/luna-tour-spain-2015.jpg,,,,,|slide|chinatown|sideshowbytheseashore|malibulovenest|thistimearound|tracyiloveyou|cindytastesofbarbecue|lostinspace|goinghome|stillathome|superfreakymemories|bewitched|friendlyadvice|minutesinbrussels|encore|rideintothesun|indiansummer|
luna,Luna,2015,2015-04-24,,1994-01-01,,"Centro de Las Armas, Zaragoza, Spain",centro-de-las-armas-zaragoza-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Chinatown |Sideshow by the Seashore|Anesthesia|Malibu Love Nest|Pup Tent|Bobby Peru|Tracy I Love You|Bewitched|Friendly Advice|Tiger Lily|Moon Palace|Ride Into the Sun|23 Minutes in Brussels |^encore|Time to Quit|Indian Summer,,,https://media.fullofwishes.co.uk/02-luna/pictures/luna-tour-spain-2015.jpg,,,,,|chinatown|sideshowbytheseashore|anesthesia|malibulovenest|puptent|bobbyperu|tracyiloveyou|bewitched|friendlyadvice|tigerlily|moonpalace|rideintothesun|minutesinbrussels|encore|timetoquit|indiansummer|
luna,Luna,2015,2015-04-25,,1994-01-01,,"Intxaurrondo, San Sebastián, Spain",intxaurrondo-san-sebastian-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Malibu Love Nest|Chinatown|Sideshow by the Seashore|Lost in Space|Speedbumps|Still at Home|This Time Around|Friendly Advice|Tracy I Love You|Bewitched|Bonnie and Clyde|Indian Summer|^encore|Sweet Child o' Mine|23 Minutes in Brussels|^encore 2|Ride Into the Sun,luna_nyc on instagram,,https://media.fullofwishes.co.uk/02-luna/pictures/luna-tour-spain-2015.jpg,,,,,|slide|malibulovenest|chinatown|sideshowbytheseashore|lostinspace|speedbumps|stillathome|thistimearound|friendlyadvice|tracyiloveyou|bewitched|bonnieandclyde|indiansummer|encore|sweetchildomine|minutesinbrussels|encore|rideintothesun|
luna,Luna,2015,2015-04-26,,1994-01-01,,"Casa Da Musica, Porto, Portugal",casa-da-musica-porto-portugal,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Chinatown|Sideshow by the Seashore|Malibu Love Nest|Anesthesia|Still at Home|Friendly Advice|Cindy Tastes of Barbecue|Pup Tent|Bobby Peru|Bewitched|Lost in Space|Tracy I Love You|Ride Into the Sun|23 Minutes in Brussels|Moon Palace|Bonnie and Clyde,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2015-04-26/20150426-luna-porto-poster.jpg,http://www.casadamusica.com/pt/agenda/2015/04/26-abril-2015-luna,,,,|chinatown|sideshowbytheseashore|malibulovenest|anesthesia|stillathome|friendlyadvice|cindytastesofbarbecue|puptent|bobbyperu|bewitched|lostinspace|tracyiloveyou|rideintothesun|minutesinbrussels|moonpalace|bonnieandclyde|
luna,Luna,2015,2015-04-28,,1994-01-01,,"Aulario la Bomba, Cádiz, Spain",aulario-la-bomba-cadiz-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,https://media.fullofwishes.co.uk/02-luna/pictures/luna-tour-spain-2015.jpg,,,,,
luna,Luna,2015,2015-04-29,,1994-01-01,,"Las Cocheras del Puerto, Huelva, Spain",las-cocheras-del-puerto-huelva-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,,,,,http://huelvatickets.com/luna/,,,,
luna,Luna,2015,2015-04-30,,1994-01-01,,"Planta Baja, Granada, Spain",planta-baja-granada-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Chinatown|Speedbumps|Sideshow by the Seashore|Going Home|Malibu Love Nest|Friendly Advice|Tiger Lily|Tracy I Love You|Pup Tent|Bewitched|Moon Palace|Lost in Space|23 Minutes in Brussels|^encore|Ride Into the Sun|Indian Summer,luna_nyc on instagram,,,,,,,|chinatown|speedbumps|sideshowbytheseashore|goinghome|malibulovenest|friendlyadvice|tigerlily|tracyiloveyou|puptent|bewitched|moonpalace|lostinspace|minutesinbrussels|encore|rideintothesun|indiansummer|
luna,Luna,2015,2015-05-01,,1994-01-01,,"SOS Festival, Murcia, Spain",sos-festival-murcia-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Malibu Love Nest|Friendly Advice|Tracy I Love You|Slash Your Tires|23 Minutes in Brussels|Indian Summer,,,,,,,,|malibulovenest|friendlyadvice|tracyiloveyou|slashyourtires|minutesinbrussels|indiansummer|
luna,Luna,2015,2015-05-02,,1994-01-01,,"Insomni, Girona, Spain",insomni-girona-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Malibu Love Nest|Chinatown|Sideshow by the Seashore|This Time Around|Pup Tent|Friendly Advice|Tracy I Love You|Bewitched|Moon Palace|Sweet Child o' Mine|23 Minutes in Brussels,,,,,,,,|slide|malibulovenest|chinatown|sideshowbytheseashore|thistimearound|puptent|friendlyadvice|tracyiloveyou|bewitched|moonpalace|sweetchildomine|minutesinbrussels|
luna,Luna,2015,2015-06-11,,1994-01-01,,"Northside Festival, Brooklyn, NY, USA",northside-festival-brooklyn-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Slide|California (All The Way)|Malibu Love Nest|Chinatown|Sideshow by the Seashore|Speedbumps|Tiger Lily|Tracy I Love You|Bewitched|Friendly Advice|Pup Tent|Lost in Space|Moon Palace|23 Minutes in Brussels|Time to Quit|Indian Summer,,,,,,Download|https://www.fullofwishes.co.uk/2015/06/17/luna-at-the-northside-festival-in-brooklyn-a-quick-round-up/|NYC Taper,Setlist source: recordingA Head Full of Wishes: Luna at the Northside Festival in Brooklyn – a quick round-up,|slide|californiaalltheway|malibulovenest|chinatown|sideshowbytheseashore|speedbumps|tigerlily|tracyiloveyou|bewitched|friendlyadvice|puptent|lostinspace|moonpalace|minutesinbrussels|timetoquit|indiansummer|
luna,Luna,2015,2015-07-30,,1994-01-01,,"Sticky Mike's Frog Bar, Brighton, UK",sticky-mikes-frog-bar-brighton-uk,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Chinatown|Sideshow by the Seashore|Malibu Love Nest|Going Home|Tiger Lily|Tracy I Love You|Bewitched|Lost in Space|California (All The Way)|Moon Palace|Friendly Advice|23 Minutes in Brussels|^encore|Blue Thunder|Indian Summer,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2015-07-30/2015-07-30-luna-sticky-mikes-brighton-poster.jpg,https://www.gigantic.com/luna-the-old-market-hove-2015-07-30-19-30,https://www.drinkinbrighton.co.uk/events/stickymikesfrogbar/2015/07/29,,Support from Flowers,|slide|chinatown|sideshowbytheseashore|malibulovenest|goinghome|tigerlily|tracyiloveyou|bewitched|lostinspace|californiaalltheway|moonpalace|friendlyadvice|minutesinbrussels|encore|bluethunder|indiansummer|
luna,Luna,2015,2015-07-31,,1994-01-01,,"The Garage, London, UK",the-garage-london-uk,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Chinatown|Sideshow by the Seashore|Malibu Love Nest|Tiger Lily|This Time Around|Friendly Advice|Tracy I Love You|Cindy Tastes of Barbecue|Lost in Space|Bobby Peru|Moon Palace|23 Minutes in Brussels|^encore|Anesthesia|Blue Thunder|Indian Summer,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2015-07-31/20150731-luna-london-new.jpg,http://www.ticketweb.co.uk/event/AJI3107Z,,,Support from Flowers and El May,|slide|chinatown|sideshowbytheseashore|malibulovenest|tigerlily|thistimearound|friendlyadvice|tracyiloveyou|cindytastesofbarbecue|lostinspace|bobbyperu|moonpalace|minutesinbrussels|encore|anesthesia|bluethunder|indiansummer|
luna,Luna,2015,2015-08-01,,1994-01-01,,"Brudenell Social Club, Leeds, UK",brudenell-social-club-leeds-uk,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Chinatown|Malibu Love Nest|Sideshow by the Seashore|Still at Home|Friendly Advice|Speedbumps|Tracy I Love You|Bewitched|Bonnie and Clyde|Moon Palace|Fuzzy Wuzzy|Time to Quit|23 Minutes in Brussels|^encore 1|Tugboat|Indian Summer|^encore 2|Tiger Lily,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2015-08-01/2015-08-01-luna-brudenell-leeds-poster.jpg,,,,Support from Flowers and Hookworms,|chinatown|malibulovenest|sideshowbytheseashore|stillathome|friendlyadvice|speedbumps|tracyiloveyou|bewitched|bonnieandclyde|moonpalace|fuzzywuzzy|timetoquit|minutesinbrussels|encore|tugboat|indiansummer|encore|tigerlily|
luna,Luna,2015,2015-08-02,,1994-01-01,,"CCA, Glasgow, UK",cca-glasgow-uk,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Chinatown|Cindy Tastes of Barbecue|Sideshow by the Seashore|Tiger Lily|Pup Tent|Malibu Love Nest|Tracy I Love You|Bobby Peru|Friendly Advice|Lost in Space|23 Minutes in Brussels|^encore|Blue Thunder|Indian Summer,,,,http://ccaglasgow.ticketsolve.com/shows/873530579/events?show_id=873530579,http://www.cca-glasgow.com/programme/5506b7778c50e6d36600001d,,,|slide|chinatown|cindytastesofbarbecue|sideshowbytheseashore|tigerlily|puptent|malibulovenest|tracyiloveyou|bobbyperu|friendlyadvice|lostinspace|minutesinbrussels|encore|bluethunder|indiansummer|
luna,Luna,2015,2015-08-03,,1994-01-01,,"Gorilla, Manchester, UK",gorilla-manchester-uk,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,California (All The Way)|Sideshow by the Seashore|Malibu Love Nest|The Owl and the Pussycat|Anesthesia|Still at Home|Pup Tent|Friendly Advice|Bewitched|Tracy I Love You|Chinatown|23 Minutes in Brussels|^encore 1|Indian Summer|Speedbumps|Slash Your Tires|Sweet Child O'Mine,,,,http://gorilla.seetickets.com/event/luna/gorilla-manchester/863298,http://www.thisisgorilla.com/event.php?id=702&d=2015-08-03,,,|californiaalltheway|sideshowbytheseashore|malibulovenest|theowlandthepussycat|anesthesia|stillathome|puptent|friendlyadvice|bewitched|tracyiloveyou|chinatown|minutesinbrussels|encore|indiansummer|speedbumps|slashyourtires|sweetchildomine|
luna,Luna,2015,2015-08-05,,1994-01-01,,"Barby, Tel Aviv, Israel",barby-tel-aviv-israel,,,Dean Wareham - guitar/vocals|Sean Eden - guitar/vocals|Lee Wall - drums|Britta Phillips - bass/vocals,Slide|Chinatown|Sideshow by the Seashore|Malibu Love Nest|Tiger Lily|Tracy I Love You|Pup Tent|Bewitched|Friendly Advice|Blue Thunder|Tugboat|Strange|Moon Palace|23 Minutes in Brussels|^encore 1|Indian Summer|Ceremony|^encore 2|Sweet Child o' Mine|Anesthesia,,,,,,,,|slide|chinatown|sideshowbytheseashore|malibulovenest|tigerlily|tracyiloveyou|puptent|bewitched|friendlyadvice|bluethunder|tugboat|strange|moonpalace|minutesinbrussels|encore|indiansummer|ceremony|encore|sweetchildomine|anesthesia|
luna,Luna,2015,2015-09-15,,1994-01-01,,"Brisbane Festival, Brisbane, Australia",brisbane-festival-brisbane-australia,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Slide|Chinatown|Malibu Love Nest|Sideshow by the Seashore|Tracy I Love You|Tiger Lily|Speedbumps|Bewitched|Moon Palace|Friendly Advice|Lost in Space|23 Minutes in Brussels,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2015-australia-nz/luna-2015-aus-nz.jpg,http://brisbanefestival.com.au/,,,,|slide|chinatown|malibulovenest|sideshowbytheseashore|tracyiloveyou|tigerlily|speedbumps|bewitched|moonpalace|friendlyadvice|lostinspace|minutesinbrussels|
luna,Luna,2015,2015-09-15,,1994-01-01,,"The Inside Sleeve, ABC, Brisbane, Australia",the-inside-sleeve-abc-brisbane-australia,true,,Dean Wareham - guitar/vocals|Sean Eden - guitar,Tracy I Love You|Moon Palace,,,,,,,Acoustic live radio session with just Dean and Sean.,|tracyiloveyou|moonpalace|
luna,Luna,2015,2015-09-16,,1994-01-01,,"Newtown Social Club, Sydney, Australia",newtown-social-club-sydney-australia,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2015-australia-nz/luna-2015-aus-nz.jpg,http://newtownsc.ticketscout.com.au/gigs/4090/Luna,,,,
luna,Luna,2015,2015-09-16,,1994-01-01,,"Sideways Through Sound, 2SER, Sydney, Australia",sideways-through-sound-2ser-sydney-australia,true,,Dean Wareham - guitar/vocals|Sean Eden - guitar,Bewitched|Tracy I Love You|Moon Palace,,,,,,,Dean Wareham and Sean Eden acoustic performance and interview.This was transmitted on 30 September 2015 but I’m assuming it was recorded while the band were in Sydney on tour on 16 September - please let me know if you know different.,|bewitched|tracyiloveyou|moonpalace|
luna,Luna,2015,2015-09-17,,1994-01-01,,"Northcote Social Club, Melbourne, Australia",northcote-social-club-melbourne-australia,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Slide|Chinatown|Malibu Love Nest|Sideshow by the Seashore|Speedbumps|Double Feature|Cindy Tastes of Barbecue|Tracy I Love You|Bewitched|Moon Palace|Friendly Advice|California (All The Way)|23 Minutes in Brussels|^encore|Bobby Peru|Tugboat|Indian Summer,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2015-australia-nz/luna-2015-aus-nz.jpg,http://northcotesc.ticketscout.com.au/gigs/4089/Luna,,,,|slide|chinatown|malibulovenest|sideshowbytheseashore|speedbumps|doublefeature|cindytastesofbarbecue|tracyiloveyou|bewitched|moonpalace|friendlyadvice|californiaalltheway|minutesinbrussels|encore|bobbyperu|tugboat|indiansummer|
luna,Luna,2015,2015-09-19,,1994-01-01,,"Tuning Fork, Auckland, New Zealand",tuning-fork-auckland-new-zealand,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass/keyboards|Justin Harwood - bass,California (All The Way)|Sideshow by the Seashore|Anesthesia|Malibu Love Nest|Tiger Lily|Tracy I Love You|Lost in Space|Cindy Tastes of Barbecue|Moon Palace|Slide|Friendly Advice|Chinatown|23 Minutes in Brussels|Bewitched|Indian Summer,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2015-australia-nz/luna-2015-aus-nz.jpg,,,,,|californiaalltheway|sideshowbytheseashore|anesthesia|malibulovenest|tigerlily|tracyiloveyou|lostinspace|cindytastesofbarbecue|moonpalace|slide|friendlyadvice|chinatown|minutesinbrussels|bewitched|indiansummer|
