section-slug,slug,artistname,year,date,disambiguate,date-added,series,event,venue,city,state,country,venue-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes,setlist-index,i-was-there,calendar-subject
dean-and-britta,dean-wareham,Dean Wareham,2013,2013-12-05,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,St. Pancras Old Church,London,,UK,st-pancras-old-church-london-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,Love Is Colder Than Death|The Longest Bridges in The World|When Will You Come Home|The Deadliest Day Since The Invasion Began|Emancipated Hearts|Tell Me|Strange|Air|Lost In Space|Blue Thunder|Moon Palace|Ride Into the Sun|Tugboat|Don't Let Our Youth Go to Waste|Ceremony,,,,,,,,|loveiscolderthandeath|thelongestbridgesintheworld|whenwillyoucomehome|thedeadliestdaysincetheinvasionbegan|emancipatedhearts|tellme|strange|air|lostinspace|bluethunder|moonpalace|rideintothesun|tugboat|dontletouryouthgotowaste|ceremony|,Y,"2013: Dean Wareham - St. Pancras Old Church, London, UK"
dean-and-britta,dean-wareham,Dean Wareham,2013,2013-12-06,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,St. Pancras Old Church,London,,UK,st-pancras-old-church-london-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,Love Is Colder Than Death|The Longest Bridges in The World|When Will You Come Home|The Deadliest Day Since The Invasion Began|Emancipated Hearts|Temperature's Rising|Air|Strange|Moon Palace|Lost In Space|Blue Thunder|Tugboat|Ride Into the Sun|Don't Let Our Youth Go to Waste,,,,,,,,|loveiscolderthandeath|thelongestbridgesintheworld|whenwillyoucomehome|thedeadliestdaysincetheinvasionbegan|emancipatedhearts|temperaturesrising|air|strange|moonpalace|lostinspace|bluethunder|tugboat|rideintothesun|dontletouryouthgotowaste|,Y,"2013: Dean Wareham - St. Pancras Old Church, London, UK"
dean-and-britta,dean-and-britta,Dean & Britta,2013,2013-12-06,,Sun Feb 25 2024 00:00:00 GMT+0000 (Greenwich Mean Time),,,XFM,London,,UK,xfm-london-uk,true,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,Love is Colder Than Death|Old Toy Trains,,,,,,,,|loveiscolderthandeath|oldtoytrains|,,"2013: Dean & Britta - XFM, London, UK"
dean-and-britta,dean-wareham,Dean Wareham,2013,2013-12-07,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Point Ephemere,Paris,,France,point-ephemere-paris-france,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,Love Is Colder Than Death|The Longest Bridges in The World|When Will You Come Home|The Deadliest Day Since The Invasion Began|Emancipated Hearts|Temperature's Rising|Strange|Air|Moon Palace|Lost In Space|Blue Thunder|Tugboat|Ride Into the Sun|Ceremony,,,,,,,,|loveiscolderthandeath|thelongestbridgesintheworld|whenwillyoucomehome|thedeadliestdaysincetheinvasionbegan|emancipatedhearts|temperaturesrising|strange|air|moonpalace|lostinspace|bluethunder|tugboat|rideintothesun|ceremony|,,"2013: Dean Wareham - Point Ephemere, Paris, France"
dean-and-britta,dean-wareham,Dean Wareham,2013,2013-12-31,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,First Night,Boston,MA,USA,first-night-boston-ma-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,[First Night      http://www.firstnightboston.org/page.php?title=highlights],,,"2013: Dean Wareham - First Night, Boston, MA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-03-19,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Harvard and Stone,Los Angeles,CA,USA,harvard-and-stone-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Harvard and Stone, Los Angeles, CA, USA"
dean-and-britta,dean-and-britta,Dean & Britta,2014,2014-03-28,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),13 Most Beautiful,,Big Ears Festival,Knoxville,TN,USA,big-ears-festival-knoxville-tn-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,Richard Rheem Theme|Ann Buchanan Theme|Teenage Lightning|It Don't Rain in Beverly Hills|Silver Factory Theme|International Velvet Theme|Herringbone Tweed|I Found It Not So|I'll Keep It With Mine|Incandescent Innocent|Eyes in My Smoke|Not a Young Man Anymore|Knives From Bavaria|,,,https://media.fullofwishes.co.uk/07-dean_and_britta/pictures/13most_300-new.jpg,,,,"13 Most Beautiful - three day festival, actual date of the performance to be confirmed.",|richardrheemtheme|annbuchanantheme|teenagelightning|itdontraininbeverlyhills|silverfactorytheme|internationalvelvettheme|herringbonetweed|ifounditnotso|illkeepitwithmine|incandescentinnocent|eyesinmysmoke|notayoungmananymore|knivesfrombavaria||,,"2014: Dean & Britta - Big Ears Festival, Knoxville, TN, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-03-28,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Big Ears Festival,Knoxville,TN,USA,big-ears-festival-knoxville-tn-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,"Three day festival, actual date of performance to be confirmed",,,"2014: Dean Wareham - Big Ears Festival, Knoxville, TN, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-01,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,The Earl,Atlanta,GA,USA,the-earl-atlanta-ga-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - The Earl, Atlanta, GA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-03,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Cats Cradle Back Room,Carrboro,NC,USA,cats-cradle-back-room-carrboro-nc-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Cats Cradle Back Room, Carrboro, NC, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-04,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,U Street,Washington DC,,USA,u-street-washington-dc-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,Early show,,,"2014: Dean Wareham - U Street, Washington DC, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-05,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Bowery Ballroom,New York,NY,USA,bowery-ballroom-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,Emancipated Hearts|Heartless People|Tiger Lily|The Dancer Disappears|Holding Pattern|Temperature's Rising|When Will You Come Home|Love Is Not a Roof Against The Rain|Blue Thunder|Moon Palace|Lost in Space|Babes in the Wood|Tugboat|^encore 1|Don't Let Our Youth Go To Waste|Strange|^encore 2)|Happy and Free|Ceremony,,,,,,,,|emancipatedhearts|heartlesspeople|tigerlily|thedancerdisappears|holdingpattern|temperaturesrising|whenwillyoucomehome|loveisnotaroofagainsttherain|bluethunder|moonpalace|lostinspace|babesinthewood|tugboat|encore1|dontletouryouthgotowaste|strange|encore2|happyandfree|ceremony|,,"2014: Dean Wareham - Bowery Ballroom, New York, NY, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-06,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Boot and Saddle,Philadelphia,PA,USA,boot-and-saddle-philadelphia-pa-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Boot and Saddle, Philadelphia, PA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-06,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,WXPN,Philadelphia,PA,USA,wxpn-philadelphia-pa-usa,Radio session,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,Holding Pattern|Heartless People|Tiger Lily,,,,,,,,|holdingpattern|heartlesspeople|tigerlily|,,"2014: Dean Wareham - WXPN, Philadelphia, PA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-09,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Horseshoe,Toronto,Ontaria,Canada,horseshoe-toronto-ontaria-canada,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Horseshoe, Toronto, Ontaria, Canada"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-10,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Magic Bag,Ferndale,MI,USA,magic-bag-ferndale-mi-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Magic Bag, Ferndale, MI, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-11,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,93XRT,Chicago,IL,USA,93xrt-chicago-il-usa,Radio session,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - 93XRT, Chicago, IL, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-11,-early,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Old Town School of Music,Chicago,IL,USA,old-town-school-of-music-chicago-il-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,early show,,,"2014: Dean Wareham - Old Town School of Music, Chicago, IL, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-11,-late,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Old Town School of Music,Chicago,IL,USA,old-town-school-of-music-chicago-il-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,late show,,,"2014: Dean Wareham - Old Town School of Music, Chicago, IL, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-12,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Turf Club,Saint Paul,MN,USA,turf-club-saint-paul-mn-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Turf Club, Saint Paul, MN, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-04-24,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Amoeba Records,Los Angeles,CA,USA,amoeba-records-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,In-store performance,,,"2014: Dean Wareham - Amoeba Records, Los Angeles, CA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-07,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,El Sol,Madrid,,Spain,el-sol-madrid-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - El Sol, Madrid, Spain"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-08,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Wah Wah,Valencia,,Spain,wah-wah-valencia-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Wah Wah, Valencia, Spain"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-09,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Apolo 2,Barcelona,,Spain,apolo-2-barcelona-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Apolo 2, Barcelona, Spain"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-13,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,El Lokal,Zurich,,Switzerland,el-lokal-zurich-switzerland,,,"Dean Wareham - guitar, vocals|Britta Phiilips - bass, keyboards, vocals|Raymond Richards - guitar, keyboards|Roger Brogan - drums",,,,,,http://www.ellokal.ch/?lang=en&details=528,,,,,"2014: Dean Wareham - El Lokal, Zurich, Switzerland"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-14,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,The Palace,St. Gallen,,Switzerland,the-palace-st-gallen-switzerland,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,http://www.palace.sg/index/index/xEvent/110,,,,,"2014: Dean Wareham - The Palace, St. Gallen, Switzerland"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-15,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Circolo dei Malfattori,Poggio Berni,,Italy,circolo-dei-malfattori-poggio-berni-italy,,,"Dean Wareham - guitar, vocals|Britta Phiilips - bass, keyboards, vocals|Raymond Richards - guitar, keyboards|Roger Brogan - drums",,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-05-15/locandina-dean-wareham.jpg,,,,,,,"2014: Dean Wareham - Circolo dei Malfattori, Poggio Berni, Italy"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-16,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Mattatoio Culture Club,Carpi Modena,,Italy,mattatoio-culture-club-carpi-modena-italy,,,"Dean Wareham - guitar, vocals|Britta Phiilips - bass, keyboards, vocals|Raymond Richards - guitar, keyboards|Roger Brogan - drums",,,,,,,,,,,"2014: Dean Wareham - Mattatoio Culture Club, Carpi Modena, Italy"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-17,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Arci Ohibò,Milan,,Italy,arci-ohibo-milan-italy,,,"Dean Wareham - guitar, vocals|Britta Phiilips - bass, keyboards, vocals|Raymond Richards - guitar, keyboards|Roger Brogan - drums",,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-05-17/2014-05-17-dean-wareham-arci-ohibo.jpg,,,,,,,"2014: Dean Wareham - Arci Ohibò, Milan, Italy"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-19,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Espace B,Paris,,France,espace-b-paris-france,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,http://www.espaceb.net/Lundi-19-Mai-2014,,,,,"2014: Dean Wareham - Espace B, Paris, France"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-20,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,The Exchange,Bristol,,UK,the-exchange-bristol-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,http://www.thefleece.co.uk/event/dean-wareham-galaxie-500-special-guests/,,,,,"2014: Dean Wareham - The Exchange, Bristol, UK"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-21,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,The Prince Albert,Brighton,,UK,the-prince-albert-brighton-uk,,,"Dean Wareham - guitar and vocals|Britta Phillips - bass, keyboards and backing vocals|Raymond Richards - guitar, keyboards, bass and backing vocals|Roger Brogan - drums",Flowers|Emancipated Hearts|Heartless People|Pictures|The Dancer Disappears|Holding Pattern|When Will You Come Home|Love is Not a Roof Against the Rain|Lost in Space|Babes in the Wood|Blue Thunder|Tugboat|Happy and Free|Strange|Fourth of July,,,,,,,,|flowers|emancipatedhearts|heartlesspeople|pictures|thedancerdisappears|holdingpattern|whenwillyoucomehome|loveisnotaroofagainsttherain|lostinspace|babesinthewood|bluethunder|tugboat|happyandfree|strange|fourthofjuly|,Y,"2014: Dean Wareham - The Prince Albert, Brighton, UK"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-22,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,The Zephyr Lounge,Leamington Spa,,UK,the-zephyr-lounge-leamington-spa-uk,,,"Dean Wareham - guitar and vocals|Britta Phillips - bass, keyboards and backing vocals|Raymond Richards - guitar, keyboards, bass and backing vocals|Roger Brogan - drums",Emancipated Hearts|Pictures|Heartless People|Tiger Lily|The Dancer Disappears|Holding Pattern|Love is Not a Roof Against the Rain|When Will You Come Home|Strange|Moon Palace|Babes in the Wood|Tugboat|Happy and Free|Indian Summer,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-05-22/2014-05-22-dean-wareham.jpg,https://dashboard.ticketscript.com/channel/web2/get-dates/rid/VHCHB5LE/eid/200621/language/en/format/html,http://zephyrlounge.co.uk/,,,|emancipatedhearts|pictures|heartlesspeople|tigerlily|thedancerdisappears|holdingpattern|loveisnotaroofagainsttherain|whenwillyoucomehome|strange|moonpalace|babesinthewood|tugboat|happyandfree|indiansummer|,Y,"2014: Dean Wareham - The Zephyr Lounge, Leamington Spa, UK"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-05-23,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Islington Assembly Hall,London,,UK,islington-assembly-hall-london-uk,,,"Dean Wareham - guitar and vocals|Britta Phillips - bass, keyboards and backing vocals|Raymond Richards - guitar, keyboards, bass and backing vocals|Roger Brogan - drums",Flowers|Emancipated Hearts|Heartless People|Holding Pattern|The Dancer Disappears|Air|When Will You Come Home|Love is Not a Roof Against the Rain|Moon Palace|Babes in the Wood|Strange|Blue Thunder|Tugboat|Happy and Free|Fourth of July|Ceremony,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-05-23/2014-05-23-dean-wareham-london.jpg,http://www.alt-tickets.co.uk/alttickets/home_dean_wareham.html,http://www.islington.gov.uk/assemblyhall/Pages/default.aspx,,Support: Darren Hayman,|flowers|emancipatedhearts|heartlesspeople|holdingpattern|thedancerdisappears|air|whenwillyoucomehome|loveisnotaroofagainsttherain|moonpalace|babesinthewood|strange|bluethunder|tugboat|happyandfree|fourthofjuly|ceremony|,Y,"2014: Dean Wareham - Islington Assembly Hall, London, UK"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-06-19,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,KCRW,Santa Monica,CA,USA,kcrw-santa-monica-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/bass/keyboards|Roger Brogan - drums,The Dancer Disappears|Holding Pattern|Emancipated Hearts|^interview|Air|Love is Not a Roof Against The Rain|Heartless People|^interview|Blue Thunder,,,,,,,Live radio performance at 11:15 PST,|thedancerdisappears|holdingpattern|emancipatedhearts|interview|air|loveisnotaroofagainsttherain|heartlesspeople|interview|bluethunder|,,"2014: Dean Wareham - KCRW, Santa Monica, CA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-06-19,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,The Roxy Theatre,West Hollywood,CA,USA,the-roxy-theatre-west-hollywood-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/bass/keyboards|Roger Brogan - drums,,,,,http://www.theroxy.com/event/562745-dean-wareham-west-hollywood/,,,,,,"2014: Dean Wareham - The Roxy Theatre, West Hollywood, CA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-06-20,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,The Chapel,San Francisco,CA,USA,the-chapel-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - The Chapel, San Francisco, CA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-06-26,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,The Bunk Bar,Portland,OR,USA,the-bunk-bar-portland-or-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/bass/keyboards|Roger Brogan - drums,,,,,http://portland.strangertickets.com/events/15363730/dean-wareham-plus-guest,http://www.bunksandwiches.com/shows/2014/5/27/dean-wareham-and-parson-redheads,,,,,"2014: Dean Wareham - The Bunk Bar, Portland, OR, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-06-27,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Biltmore Cabaret,Vancouver,Canada,,biltmore-cabaret-vancouver-canada-,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/bass/keyboards|Roger Brogan - drums,,,,,http://www.ticketweb.ca/t3/sale/SaleEventDetail?dispatch=loadSelectionData&eventId=4230264&pl=timbre,http://www.biltmorecabaret.com/node/717,,,,,"2014: Dean Wareham - Biltmore Cabaret, Vancouver, Canada, "
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-06-28,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,The Crocodile,Seattle,WA,USA,the-crocodile-seattle-wa-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/bass/keyboards|Roger Brogan - drums,,,,,http://www.ticketfly.com/purchase/event/557519,http://www.thecrocodile.com/event/557519-dean-wareham-galaxie-500-seattle/,,,,,"2014: Dean Wareham - The Crocodile, Seattle, WA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-06-28,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,KEXP,Seattle,WA,USA,kexp-seattle-wa-usa,,,"Dean Wareham - guitar and vocals|Britta Phillips - bass, keyboards and backing vocals|Raymond Richards - guitar, keyboards, bass and backing vocals|Roger Brogan - drums",The Dancer Disappears|Holding Pattern|^interview|Happy and Free|Ceremony,,,https://media.fullofwishes.co.uk/05-dean_wareham/pictures/dean-wareham-kexp-instagram.jpg,,http://kexp.org,,Radio show,|thedancerdisappears|holdingpattern|interview|happyandfree|ceremony|,,"2014: Dean Wareham - KEXP, Seattle, WA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-07-11,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,ICA,Boston,MA,USA,ica-boston-ma-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-07-11/2014-07-11-dean-wareham-quilt-ica-boston.jpg,https://buy.icaboston.org/public/,http://www.icaboston.org/programs/performance/wavelengths/dean-wareham/,,Support: Quilt,,,"2014: Dean Wareham - ICA, Boston, MA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-07-26,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Indietracks Festival,Derbyshire,,UK,indietracks-festival-derbyshire-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/keyboards/bass|Roger Brogan - drums,Emancipated Hearts|When Will You Come Home|The Dancer Disappears|Holding Pattern|Snowstorm|Love Is Not a Roof Against the Rain|Decomposing Trees|Strange|Blue Thunder|Babes in the Wood|Tugboat|Fourth of July,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-07-26/indietracks-2014.jpg,http://www.indietracks.co.uk/tickets/,http://www.indietracks.co.uk/,,Played the indoor stage at 20:00 on the Saturday of the festival.,|emancipatedhearts|whenwillyoucomehome|thedancerdisappears|holdingpattern|snowstorm|loveisnotaroofagainsttherain|decomposingtrees|strange|bluethunder|babesinthewood|tugboat|fourthofjuly|,Y,"2014: Dean Wareham - Indietracks Festival, Derbyshire, UK"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-07-27,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Broadcast,Glasgow,,UK,broadcast-glasgow-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Raymond Richards - guitar/keyboards/bass|Roger Brogan - drums,,,,,,http://broadcastglasgow.com/,,,,,"2014: Dean Wareham - Broadcast, Glasgow, UK"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-07-29,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Gebaüde 9,Köln,,Germany,gebaude-9-koln-germany,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Gebaüde 9, Köln, Germany"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-07-30,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Privatclub,Berlin,,Germany,privatclub-berlin-germany,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Privatclub, Berlin, Germany"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-07-31,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Off Festival,Katowice,,Poland,off-festival-katowice-poland,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,,,,"2014: Dean Wareham - Off Festival, Katowice, Poland"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-08-02,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Lokalhelden,Augsburg,,Germany,lokalhelden-augsburg-germany,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-08-02/2014-08-02-dean-wareham-augsburg.jpg,https://shop.tapeterecords.com/dean-wareham-live.html,,,,,,"2014: Dean Wareham - Lokalhelden, Augsburg, Germany"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-10-09,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),,,Ooga Twooga,Los Angeles,CA,USA,ooga-twooga-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2014-10-09/2014-10-09-dean-wareham-ooga-twooga.jpg,http://356mission.tumblr.com/post/98944959665/please-join-us-to-celebrate-the-release-of-brian,http://356mission.tumblr.com,,"Brian Calvin book launch. This program will feature a discussion by Brian Calvin, Bruce Hainley, and Sarah Lehrer-Graiwer followed by a performance by Dean Wareham.",,,"2014: Dean Wareham - Ooga Twooga, Los Angeles, CA, USA"
dean-and-britta,dean-wareham,Dean Wareham,2014,2014-10-17,,Sat Jan 01 1994 00:00:00 GMT+0000 (Greenwich Mean Time),Exposed: Songs For Unseen Warhol Films,,Carnegie Music Hall of Oakland,Pittsburgh,PA,USA,carnegie-music-hall-of-oakland-pittsburgh-pa-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,,,,Exposed: Songs For Unseen Warhol Films,,,"2014: Dean Wareham - Carnegie Music Hall of Oakland, Pittsburgh, PA, USA"
