section-slug,slug,artistname,year,date,disambiguate,date-added,series,event,venue,city,state,country,show-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes,setlist-index
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-05-09,,2023-03-10,,,Tubby's,Kingston,NY,USA,damon-and-naomi-2023-05-09-tubbys-kingston-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Oceans in Between|Between the Wars|Season Without Time|Helsinki|The Robot Speaks|Sailing By|Another Day,setlist.fm,Meg Baird,,,,,,|oceansinbetween|betweenthewars|seasonwithouttime|helsinki|therobotspeaks|sailingby|anotherday|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-05-10,,2023-02-27,,,Union Pool,New York,NY,USA,damon-and-naomi-2023-05-10-union-pool-new-york-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Oceans in Between|Between the Wars|Helsinki|How Do I Say Goodbye|Song to the Siren|Midnight|Turn of the Century|The Robot Speaks|How Long|Season Without Time|Sailing By|The Aftertime|Judah and the Maccabees|Another Day,setlist.fm,Meg Baird,,https://dice.fm/event/pral8-meg-baird-damon-naomi-10th-may-union-pool-new-york-tickets,,,,|oceansinbetween|betweenthewars|helsinki|howdoisaygoodbye|songtothesiren|midnight|turnofthecentury|therobotspeaks|howlong|seasonwithouttime|sailingby|theaftertime|judahandthemaccabees|anotherday|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-05-11,,2023-03-10,,,Jerry's on Front,Philadelphia,PA,USA,damon-and-naomi-2023-05-11-jerrys-on-front-philadelphia-pa-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,Meg Baird,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-05-12,,2023-03-10,,,Best Video Film & Cultural Center,Hamden,CT,USA,damon-and-naomi-2023-05-12-best-video-film--cultural-center-hamden-ct-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Oceans In Between|Between The Wars|How Do I Say Goodbye|Helsinki|Song To The Siren|The Robot Speaks|How Long|Season Without Time|Sailing By|Another Day|Turn Of The Century,,,,https://www.fernandopintopresents.com/events/damon-naomi,https://www.bestvideo.com/events/damon-naomi,,,|oceansinbetween|betweenthewars|howdoisaygoodbye|helsinki|songtothesiren|therobotspeaks|howlong|seasonwithouttime|sailingby|anotherday|turnofthecentury|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-06-13,,2023-05-30,,,Permanent Records Roadhouse,Los Angeles,CA,USA,damon-and-naomi-2023-06-13-permanent-records-roadhouse-los-angeles-ca-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,Oceans In Between|Between The Wars|How Do I Say Goodbye|Helsinki|Song to the Siren|Midnight|Season Without Time|Sailing By|The Aftertime|Another Day|Turn of the Century,Ziemba|Joel Jerome,https://media.fullofwishes.co.uk/03-damon_and_naomi/pictures/2023-06-13-permanent-records-la.jpg,https://dice.fm/event/ap9b2-damon-naomi-ziemba-joel-jerome-13th-jun-permanent-records-roadhouse-los-angeles-tickets,,Stream video|https://www.youtube.com/watch?v=vVBO_jLONYU|YouTube,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-09-01,,2023-07-17,,,Mengi,Reykjavík,,Iceland,damon-and-naomi-2023-09-01-mengi-reykjavik-iceland,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,Olof Arnalds,,,https://www.facebook.com/mengiiceland/,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-09-03,,2023-06-15,,,Cafe Oto,London,,UK,damon-and-naomi-2023-09-03-cafe-oto-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Oceans in Between|Between the Wars|How Do I Say Goodbye|Helsinki|The Robot Speaks|How Long|In the Sun|Turn of the Century|Season Without Time|Sailing By|Judah and the Maccabees|Another Day|^encore|Song to the Siren,setlist.fm,Richard Youngs,,https://www.cafeoto.co.uk/events/damon-naomi-richard-youngs-2023/,,,,|oceansinbetween|betweenthewars|howdoisaygoodbye|helsinki|therobotspeaks|howlong|inthesun|turnofthecentury|seasonwithouttime|sailingby|judahandthemaccabees|anotherday|encore|songtothesiren|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-09-04,,2023-07-17,,,Gullivers,Manchester,,UK,damon-and-naomi-2023-09-04-gullivers-manchester-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Oceans in Between|Between the Wars|How Do I Say Goodbye|Helsinki|The Robot Speaks|In the Sun|Turn of the Century|Season Without Time|Sailing By|Another Day|^encore|Song to the Siren,setlist.fm,,,https://gulliversnq.info/events/damon-naomi/,,Stream audio|https://www.youtube.com/watch?v=Q8hvvBfmebI&t=843s,,|oceansinbetween|betweenthewars|howdoisaygoodbye|helsinki|therobotspeaks|inthesun|turnofthecentury|seasonwithouttime|sailingby|anotherday|encore|songtothesiren|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-09-05,,2023-07-17,,,Glad Cafe,Glasgow,,UK,damon-and-naomi-2023-09-05-glad-cafe-glasgow-uk,,,Richard Youngs - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,setlist.fm,Richard Youngs,,https://www.thegladcafe.co.uk/events/2023-09-05-damon-and-naomi-plus-richard-youngs-the-glad-cafe,,,The day of the gig Damon tested positive for COVID and Richard Youngs stepped in as a substitute for the show,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-09-09,,2023-07-17,,,Cafe de Paris,Paris,,France,damon-and-naomi-2023-09-09-cafe-de-paris-paris-france,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals,Oceans in Between|Between the Wars|How Do I Say Goodbye|Helsinki|The Robot Speaks|Turn of the Century|Sailing By|Another Day|Song to the Siren,setlist.fm,Tugboat Captain|Coeur-Joie,https://media.fullofwishes.co.uk/03-damon_and_naomi/pictures/2023-09-09-damon-and-naomi-paris-poster.jpg,https://www.helloasso.com/associations/buddy-records/evenements/damon-and-naomi,,,,|oceansinbetween|betweenthewars|howdoisaygoodbye|helsinki|therobotspeaks|turnofthecentury|sailingby|anotherday|songtothesiren|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-10-13,,2023-08-08,,Chicago Psych Festival,The Hideout,Chicago,IL,USA,damon-and-naomi-2023-10-13-chicago-psych-festival-the-hideout-chicago-il-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/pictures/2023-10-13-chicago-psych-fest-poster.jpg,https://www.etix.com/ticket/p/6668088/astral-autumn-daze-night-1damon-and-naomipowers-rolin-duospiral-galaxy-with-special-guests-chicago-hideout-chicago?_ga=2.203040785.1687897246.1691759697-534668509.1691759697&_gl=1%2A1439h73%2A_ga%2ANTM0NjY4NTA5LjE2OTE3NTk2OTc.%2A_ga_9JRS50JDMX%2AMTY5MTc1OTY5Ni4xLjEuMTY5MTc1OTcwMi4wLjAuMA..&partner_id=240,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-10-15,,2023-09-15,,,Trinosophes,Detroit,MI,USA,damon-and-naomi-2023-10-15-trinosophes-detroit-mi-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals,,,Powers / Rolin Duo|Pete Larson,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-10-16,,2023-09-15,,,Bar Orwell,Toronto,Ontario,Canada,damon-and-naomi-2023-10-16-bar-orwell-toronto-ontario-canada,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals,Oceans in Between|Between the Wars|How Do I Say Goodbye|Helsinki|The Robot Speaks|Judah and the Maccabees|In The Sun|How Long|Season Without Time|Sailing By|Another Day,,Picastro,,https://link.dice.fm/K049e1f6af47,,,,|oceansinbetween|betweenthewars|howdoisaygoodbye|helsinki|therobotspeaks|judahandthemaccabees|inthesun|howlong|seasonwithouttime|sailingby|anotherday|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-10-17,,2023-09-15,,,La Sotterenea,Montreal,Quebec,Canada,damon-and-naomi-2023-10-17-la-sotterenea-montreal-quebec-canada,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals,,,Myriam Gendron,,https://www.venuepilot.co/events/85439/orders/new,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2023,2023-10-19,,2023-09-18,,,Epsilon Spires,Brattleboro,VT,USA,damon-and-naomi-2023-10-19-epsilon-spires-brattleboro-vt-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals,Oceans in Between|Between The Wars|How Do I Say Goodbye|Helsinki|The Robot Speaks|Turn of The Century|Season Without Time|Sailing By|Another Day,,Wet Tuna|Dredd Foole,,https://www.epsilonspires.org/event-info/damon-naomi-wet-tuna-dredd-foole,,,,|oceansinbetween|betweenthewars|howdoisaygoodbye|helsinki|therobotspeaks|turnofthecentury|seasonwithouttime|sailingby|anotherday|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2024,2024-01-24,,2024-01-18,,,The Sinclair,Cambridge,MA,USA,damon-and-naomi-2024-01-24-the-sinclair-cambridge-ma-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals,,,L'Rain,,https://www.axs.com/events/507902/l-rain-tickets?skin=sinclair,,,Supporting L'Rain,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2024,2024-05-09,,2024-02-16,,,Union Pool,Brooklyn,NY,USA,damon-and-naomi-2024-05-09-union-pool-brooklyn-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals,,,Kath Bloom,https://media.fullofwishes.co.uk/03-damon_and_naomi/show_assets/2024-05-09/2024-05-09-10-damon-and-naomi-kath-bloom-poster.jpg,https://dice.fm/partner/dice/event/qqlxa-damon-naomi-kath-bloom-9th-may-union-pool-new-york-tickets?_branch_match_id=1286392030835288045&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXz8nMy9ZLyUxO1UvL1fc1SzEzSDZOTDJPMgcANFsw5iEAAAA%3D&dice_campaign=DICE&dice_channel=web&dice_feature=mio_marketing&dice_id=2389326&dice_tags=organic,,,Supporting Kath Bloom,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2024,2024-05-10,,2024-02-16,,,Tubby's,Kingston,NY,USA,damon-and-naomi-2024-05-10-tubbys-kingston-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals,,,Kath Bloom,https://media.fullofwishes.co.uk/03-damon_and_naomi/show_assets/2024-05-09/2024-05-09-10-damon-and-naomi-kath-bloom-poster.jpg,https://dice.fm/partner/dice/event/axwqx-damon-naomi-kath-bloom-10th-may-tubbys-kingston-kingston-tickets?_branch_match_id=1286392030835288045&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXz8nMy9ZLyUxO1UvL1XcyT0szTEtNtUwxTQMAZlooCSEAAAA%3D&dice_campaign=DICE&dice_channel=web&dice_feature=mio_marketing&dice_id=2386685&dice_tags=organic,,,Supporting Kath Bloom,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2024,2024-05-11,,2024-05-23,,,The Institute Library,New Haven,CT,USA,damon-and-naomi-2024-05-11-the-institute-library-new-haven-ct-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals,,,Kath Bloom,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2024,2024-10-03,,2024-09-26,,,Dream Away Lodge,Becket,MA,USA,damon-and-naomi-2024-10-03-dream-away-lodge-becket-ma-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals,,,Glenn Jones|Thalia Zedek|Karen Sarkisian,,https://www.thedreamawaylodge.com/events/thalia-zedek-wdamon-naomi,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2024,2024-11-03,,2024-08-09,,,"CLUB Que Shimokitazawa, Setagaya",Tokyo,,Japan,damon-and-naomi-2024-11-03-club-que-shimokitazawa-setagaya-tokyo-japan,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals|Michio Kurihara - guitar|Bhob Rainey - saxophone,,,Pervenche,https://media.fullofwishes.co.uk/03-damon_and_naomi/show_assets/2024-11/2024-11-damon-and-naomi-japan.jpg,https://t.livepocket.jp/e/que20241103,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2024,2024-11-05,,2024-08-09,,,"Fever, Shindaita Bldg, Setagaya",Tokyo,,Japan,damon-and-naomi-2024-11-05-fever-shindaita-bldg-setagaya-tokyo-japan,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals|Michio Kurihara - guitar|Bhob Rainey - saxophone,,,Sugar Plant,https://media.fullofwishes.co.uk/03-damon_and_naomi/show_assets/2024-11/2024-11-damon-and-naomi-japan.jpg,https://eplus.jp/sf/venue/1560020/events,https://www.fever-popo.com/schedule/2024/11/,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2026,2026-01-03,,2025-11-17,,,Cafe Oto,London,,UK,damon-and-naomi-2026-01-03-cafe-oto-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals|Laetitia Sadier - vocals/trombone|Mark Webber - guitar,Oceans in Between|Between the Wars|The Robot Speaks|Judah and the Maccabees|Nettles and Ivy|Midnight|In the Sun|Eye of the Storm|Turn of the Century|Flowers [with Laetitia Sadier and Mark Webber]|When Will You Come Home [with Laetitia Sadier and Mark Webber]|Tugboat [with Laetitia Sadier and Mark Webber],,Laetitia Sadier|Stewart Lee,https://media.fullofwishes.co.uk/03-damon_and_naomi/pictures/damon-and-naomi-cafe-oto-2026.jpg,https://www.cafeoto.co.uk/events/damon-naomi-three-day-residency/,,,,|oceansinbetween|betweenthewars|therobotspeaks|judahandthemaccabees|nettlesandivy|midnight|inthesun|eyeofthestorm|turnofthecentury|flowers|whenwillyoucomehome|tugboat|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2026,2026-01-04,,2025-11-17,,,Cafe Oto,London,,UK,damon-and-naomi-2026-01-04-cafe-oto-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals|Richard Youngs - guitar/vocals|Jess Hickie-Kallenbach - vocals,Goodbye|Ueno Station|Song to the Siren|The Well|Helsinki|A Second Life|How Long|Information Age|Season Without Time|Spook [with Richard Youngs]|Decomposing Trees [with Richard Youngs]|Don't Let Our Youth Go to Waste [with Richard Youngs and Jess Hickie-Kallenbach],,Richard Youngs|Stewart Lee,https://media.fullofwishes.co.uk/03-damon_and_naomi/pictures/damon-and-naomi-cafe-oto-2026.jpg,https://www.cafeoto.co.uk/events/damon-naomi-three-day-residency/,,,,|goodbye|uenostation|songtothesiren|thewell|helsinki|asecondlife|howlong|informationage|seasonwithouttime|spook|decomposingtrees|dontletouryouthgotowaste|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2026,2026-01-05,,2025-11-17,,,Cafe Oto,London,,UK,damon-and-naomi-2026-01-05-cafe-oto-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals|Alabaster dePlume - saxophone|Gina Birch - vocals|Mark Webber - guitar|Marie Merlet - flute/percussion|Laetitia Sadier - vocals/percussion,"Another Day|Sailing By|Lilac Land|A Shining Dream|The Aftertime|Blue Thunder [with Alabaster dePlume and Mark Webber]|Listen, The Snow is Falling [with Alabaster dePlume, Mark Webber, Gina Birch, Marie Merlet, Laetitia Sadier]",,Gina Birch,https://media.fullofwishes.co.uk/03-damon_and_naomi/pictures/damon-and-naomi-cafe-oto-2026.jpg,https://www.cafeoto.co.uk/events/damon-naomi-three-day-residency/,,,,|anotherday|sailingby|lilacland|ashiningdream|theaftertime|bluethunder|listenthesnowisfalling|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2026,2026-03-19,,2026-03-09,,,Arts at the Armory,Somererville,MA,USA,damon-and-naomi-2026-03-19-arts-at-the-armory-somererville-ma-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,Julianna Barwick & Mary Lattimore,https://media.fullofwishes.co.uk/03-damon_and_naomi/show_assets/2026-03-19-damon-and-naomi-somerville-ma.jpg,https://artsatthearmory.org/events/the-bowery-presents-julianna-barwick-mary-lattimore/,,,,
