section-slug,slug,artistname,year,date,disambiguate,date-added,series,event,venue,city,state,country,show-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes,setlist-index
damon-and-naomi,damon-and-naomi,Magic Hour,1993,1993-09-09,,2025-11-17,,,Lupo's Heartbreak Hotel,Providence,RI,USA,damon-and-naomi-1993-09-09-lupos-heartbreak-hotel-providence-ri-usa,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1994,1994-09-28,,2025-11-17,,,Middle East Upstairs,Cambridge,MA,USA,damon-and-naomi-1994-09-28-middle-east-upstairs-cambridge-ma-usa,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1994,1994-10-17,,2025-11-17,,,Dublin Castle,London,,UK,damon-and-naomi-1994-10-17-dublin-castle-london-uk,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1994,1994-10-18,,2025-11-17,,,Hibernian,Birmingham,,UK,damon-and-naomi-1994-10-18-hibernian-birmingham-uk,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1994,1994-10-20,,2025-11-17,,,Duchess of York,Leeds,,UK,damon-and-naomi-1994-10-20-duchess-of-york-leeds-uk,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1994,1994-10-21,,2025-11-17,,,Wilkie House,Edinburgh,,UK,damon-and-naomi-1994-10-21-wilkie-house-edinburgh-uk,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1994,1994-10-23,,2025-11-17,,,Jones Bar,Chester,,UK,damon-and-naomi-1994-10-23-jones-bar-chester-uk,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1994,1994-10-26,,2025-11-17,,,Princess Charlotte,Leicester,,UK,damon-and-naomi-1994-10-26-princess-charlotte-leicester-uk,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1994,1994-10-28,,2025-11-17,,,Russell Arms,London,,UK,damon-and-naomi-1994-10-28-russell-arms-london-uk,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1994,1994-10-31,,2025-11-17,,,Wherehouse,Derby,,UK,damon-and-naomi-1994-10-31-wherehouse-derby-uk,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1995,1995-05-18,,2025-11-17,,,TT The Bear's,Cambridge,MA,USA,damon-and-naomi-1995-05-18-tt-the-bears-cambridge-ma-usa,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1995,1995-06-22,,2025-11-17,,,The Middle East Downstairs,Cambridge,MA,USA,damon-and-naomi-1995-06-22-the-middle-east-downstairs-cambridge-ma-usa,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1995,1995-11-08,,2025-11-17,,,Satyricon,Portland,OR,USA,damon-and-naomi-1995-11-08-satyricon-portland-or-usa,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Magic Hour,1995,1995-11-10,,2025-11-17,,,The Crocodile Cafe,Seattle,WA,USA,damon-and-naomi-1995-11-10-the-crocodile-cafe-seattle-wa-usa,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1996,1996-03-15,,1994-01-01,,,Alligator Lounge,Santa Monica,CA,USA,damon-and-naomi-1996-03-15-alligator-lounge-santa-monica-ca-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Spirit of Love|Tour Of The World|Forgot To Get High|Information Age|Laika|The New Historicism|New York City|How Long|Pandora's Box|(unknown),,,,,,,,|spiritoflove|touroftheworld|forgottogethigh|informationage|laika|thenewhistoricism|newyorkcity|howlong|pandorasbox|unknown|
damon-and-naomi,damon-and-naomi,Damon & Naomi,1996,1996-03-18,,1994-01-01,,,Bottom of the Hill,San Francisco,CA,USA,damon-and-naomi-1996-03-18-bottom-of-the-hill-san-francisco-ca-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1997,1997-03-19,,1994-01-01,,,12 Bar Club,London,,UK,damon-and-naomi-1997-03-19-12-bar-club-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1997,1997-04-26,,1994-01-01,,Terrastock,Rogue Lounge,Providence,RI,USA,damon-and-naomi-1997-04-26-terrastock-providence-ri-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Spirit of Love|Laika|The New Historicism|Information Age|This Car Climbed Mt. Washington|New York City|How Long|Tour Of The World|Translucent Carriages|I Shall Be Released,,,,,,,,|spiritoflove|laika|thenewhistoricism|informationage|thiscarclimbedmtwashington|newyorkcity|howlong|touroftheworld|translucentcarriages|ishallbereleased|
damon-and-naomi,damon-and-naomi,Magic Hour,1997,1997-04-27,,2025-11-17,,Terrastock,Rogue Lounge,Providence,RI,USA,damon-and-naomi-1997-04-27-terrastock-rogue-lounge-providence-ri-usa,,,Wayne Rogers - guitar/vocals; Kate Biggar; Damon Krukowski - drums; Naomi Yang - bass,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1997,1997-07-01,,1994-01-01,,,The Knitting Factory,New York,NY,USA,damon-and-naomi-1997-07-01-the-knitting-factory-new-york-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1997,1997-07-05,,1994-01-01,,,Kilowatt,San Francisco,CA,USA,damon-and-naomi-1997-07-05-kilowatt-san-francisco-ca-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1997,1997-07-08,,1994-01-01,,,Club Passim,Cambridge,MA,USA,damon-and-naomi-1997-07-08-club-passim-cambridge-ma-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1997,1997-09-03,,1994-01-01,,,Threadwaxing Space,New York,NY,USA,damon-and-naomi-1997-09-03-threadwaxing-space-new-york-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals|Masaki Batoh|Tom Rapp,The Navigator|New York City|How Long|Translucent Carriages|Tour of the World|Awake in a Muddle|^[unknown]|This Car Climbed Mt. Washington,,,,,,,,|thenavigator|newyorkcity|howlong|translucentcarriages|touroftheworld|awakeinamuddle||thiscarclimbedmtwashington|
damon-and-naomi,damon-and-naomi,Damon & Naomi,1997,1997-10-07,,1994-01-01,,,12 Bar Club,London,,UK,damon-and-naomi-1997-10-07-12-bar-club-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1997,1997-12-12,,1994-01-01,,,Salamandra,Seville,,Spain,damon-and-naomi-1997-12-12-salamandra-seville-spain,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-04-08,,1994-01-01,,,Free Street Taverna,Portland,OR,USA,damon-and-naomi-1998-04-08-free-street-taverna-portland-or-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-04-09,,1994-01-01,,,TT the Bears,Cambridge,MA,USA,damon-and-naomi-1998-04-09-tt-the-bears-cambridge-ma-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-04-10,,1994-01-01,,,Knitting Factory,New York,NY,USA,damon-and-naomi-1998-04-10-knitting-factory-new-york-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-04-11,,1994-01-01,,,Trocadero,Philadelphia,PA,USA,damon-and-naomi-1998-04-11-trocadero-philadelphia-pa-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-04-13,,1994-01-01,,,Alvins,Detroit,MI,USA,damon-and-naomi-1998-04-13-alvins-detroit-mi-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-04-14,,1994-01-01,,,Empty Bottle,Chicago,IL,USA,damon-and-naomi-1998-04-14-empty-bottle-chicago-il-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-04-15,,1994-01-01,,,Lunapark,Los Angeles,CA,USA,damon-and-naomi-1998-04-15-lunapark-los-angeles-ca-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-04-16,,1994-01-01,,,ARO.space,Seattle,WA,USA,damon-and-naomi-1998-04-16-arospace-seattle-wa-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-04-18,,1994-01-01,,,Terrastock West,San Francisco,CA,USA,damon-and-naomi-1998-04-18-terrastock-west-san-francisco-ca-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-05-20,,1994-01-01,,,Garage,London,,UK,damon-and-naomi-1998-05-20-garage-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-06-07,,1994-01-01,,,Central Square,Cambridge,MA,USA,damon-and-naomi-1998-06-07-central-square-cambridge-ma-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-07-02,,1994-01-01,,,Tin Angel,Philadelphia,PA,USA,damon-and-naomi-1998-07-02-tin-angel-philadelphia-pa-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,with Tom Rapp,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-07-25,,1994-01-01,,,Black Cat,Washington DC,,USA,damon-and-naomi-1998-07-25-black-cat-washington-dc-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-07-26,,1994-01-01,,,Cats Cradle,Carrboro,NC,USA,damon-and-naomi-1998-07-26-cats-cradle-carrboro-nc-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-07-27,,1994-01-01,,,Smiths Old Bar,Atlanta,GA,USA,damon-and-naomi-1998-07-27-smiths-old-bar-atlanta-ga-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-07-28,,1994-01-01,,,Moto Lounge.  Jacksonville,FL,FL,USA,damon-and-naomi-1998-07-28-moto-lounge-jacksonville-fl-fl-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-07-29,,1994-01-01,,,Sapphire Supper Club.  Orlando,FL,FL,USA,damon-and-naomi-1998-07-29-sapphire-supper-club-orlando-fl-fl-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-07-30,,1994-01-01,,,Red Star.  Tampa,FL,FL,USA,damon-and-naomi-1998-07-30-red-star-tampa-fl-fl-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-08-01,,1994-01-01,,,Mermaid Lounge,New Orleans,LA,USA,damon-and-naomi-1998-08-01-mermaid-lounge-new-orleans-la-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-08-03,,1994-01-01,,,Electric Lounge,Austin,TX,USA,damon-and-naomi-1998-08-03-electric-lounge-austin-tx-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-10-25,,1994-01-01,,,Dingwalls,London,,UK,damon-and-naomi-1998-10-25-dingwalls-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1998,1998-11-02,,1994-01-01,,,Knust,Hamburg,,Germany,damon-and-naomi-1998-11-02-knust-hamburg-germany,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1999,1999-01-29,,1994-01-01,,,Passim,Cambridge,MA,USA,damon-and-naomi-1999-01-29-passim-cambridge-ma-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1999,1999-01-31,,1994-01-01,,,Tonic,New York,NY,USA,damon-and-naomi-1999-01-31-tonic-new-york-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1999,1999-08-26,,1994-01-01,,,Lift,Brighton,,UK,damon-and-naomi-1999-08-26-lift-brighton-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1999,1999-08-28,,1994-01-01,,,ULU,London,,UK,damon-and-naomi-1999-08-28-ulu-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1999,1999-09-02,,1994-01-01,,,Garage,London,,UK,damon-and-naomi-1999-09-02-garage-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,1999,1999-10-01,,1994-01-01,,,(unknown),Jamaica Plain,MA,USA,damon-and-naomi-1999-10-01-unknown-jamaica-plain-ma-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-10-18,,1994-01-01,,,Middle East,Cambridge,MA,USA,damon-and-naomi-2000-10-18-middle-east-cambridge-ma-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-10-19,,1994-01-01,,,Tin Angel,Philadelphia,PA,USA,damon-and-naomi-2000-10-19-tin-angel-philadelphia-pa-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,I Dreamed of the Caucasus|The New World|Judah and the Maccabees|New York City|The Navigator|The Mirror Phase|Blue Moon|Turn Of The Century|Tour Of The World|I Shall Be Released,,,,,,,With Michio Kurihara,|idreamedofthecaucasus|thenewworld|judahandthemaccabees|newyorkcity|thenavigator|themirrorphase|bluemoon|turnofthecentury|touroftheworld|ishallbereleased|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-10-20,,1994-01-01,,,Knitting Factory,New York,NY,USA,damon-and-naomi-2000-10-20-knitting-factory-new-york-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-10-22,,1994-01-01,,,Fletchers,Baltimore,MD,USA,damon-and-naomi-2000-10-22-fletchers-baltimore-md-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-10-23,,1994-01-01,,,IOTA,Arlington,VA,USA,damon-and-naomi-2000-10-23-iota-arlington-va-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-10-25,,1994-01-01,,,Grog Shop,Cleveland,OH,USA,damon-and-naomi-2000-10-25-grog-shop-cleveland-oh-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-10-26,,1994-01-01,,,Magic Stick,Detroit,MI,USA,damon-and-naomi-2000-10-26-magic-stick-detroit-mi-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-10-27,,1994-01-01,,,Schubas,Chicago,IL,USA,damon-and-naomi-2000-10-27-schubas-chicago-il-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Judah and the Maccabees|New York City|I Dreamed of the Caucasus|The Navigator|The New World|Eye of the Storm|A Song For You|Tanka|^encore|Turn of the Century,"setlist,fm",,,,,,,|judahandthemaccabees|newyorkcity|idreamedofthecaucasus|thenavigator|thenewworld|eyeofthestorm|asongforyou|tanka|encore|turnofthecentury|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-10-28,,1994-01-01,,,7th St. Entry,Minneapolis,MN,USA,damon-and-naomi-2000-10-28-7th-st-entry-minneapolis-mn-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-10-31,,1994-01-01,,,Knitting Factory,Los Angeles,CA,USA,damon-and-naomi-2000-10-31-knitting-factory-los-angeles-ca-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Judah and The Maccabees|The Mirror Phase|The New World|New York City|The Navigator|Eye of the Storm|Eulogy to Lenny Bruce|I Dreamed of the Caucasus|The Great Wall|Love|Tanka|Turn of The Century|Awake in a Muddle,,,,,,,,|judahandthemaccabees|themirrorphase|thenewworld|newyorkcity|thenavigator|eyeofthestorm|eulogytolennybruce|idreamedofthecaucasus|thegreatwall|love|tanka|turnofthecentury|awakeinamuddle|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-11-02,,1994-01-01,,,Berbatis Pan,Portland,OR,USA,damon-and-naomi-2000-11-02-berbatis-pan-portland-or-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2000,2000-11-03,,2026-01-09,,Terrastock IV,Showbox,Seattle,WA,USA,damon-and-naomi-2000-11-03-terrastock-iv-showbox-seattle-wa-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals|Michio Kurihara - guitars,Judah and the Maccabees|The Mirror Phase|The New World|The Eye of the Storm|The Navigator|The Great Wall|Tanka,video recording,,,,,,,|judahandthemaccabees|themirrorphase|thenewworld|theeyeofthestorm|thenavigator|thegreatwall|tanka|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-03-24,,1994-01-01,,,Lees Palace,Toronto,Ontario,Canada,damon-and-naomi-2001-03-24-lees-palace-toronto-ontario-canada,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-03-25,,1994-01-01,,,Babylon,Ottawa,Ontario,Canada,damon-and-naomi-2001-03-25-babylon-ottawa-ontario-canada,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-03-26,,1994-01-01,,,Casa del Populo,Montreal,Quebec,Canada,damon-and-naomi-2001-03-26-casa-del-populo-montreal-quebec-canada,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Judah and the Maccabees|New York City|I Dreamed of the Caucasus|The Navigator|Eye of the Storm|A Song For You|The New World|This Car Climbed Mt. Washington,setlist.fm,,,,,,,|judahandthemaccabees|newyorkcity|idreamedofthecaucasus|thenavigator|eyeofthestorm|asongforyou|thenewworld|thiscarclimbedmtwashington|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-09,,1994-01-01,,,Knitting Factory,New York,NY,USA,damon-and-naomi-2001-05-09-knitting-factory-new-york-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-10,,1994-01-01,,,Brattle Theater,Cambridge,MA,USA,damon-and-naomi-2001-05-10-brattle-theater-cambridge-ma-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-11,,1994-01-01,,,Schubas,Chicago,IL,USA,damon-and-naomi-2001-05-11-schubas-chicago-il-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-15,,1994-01-01,,,Garage,London,,UK,damon-and-naomi-2001-05-15-garage-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Judah and the Maccabees|The New World|Eye Of The Storm|Turn Of The Century|Song To The Siren|New York City|The Navigator|The Great Wall|I Dreamed of the Caucasus|Tanka|A Song for You|This Car Climbed Mt. Washington,,,,,,Download|https://www.mediafire.com/file/lindniw2xng/2001-05-15_Damon-Naomi_London.zip/file|Mediafire,,|judahandthemaccabees|thenewworld|eyeofthestorm|turnofthecentury|songtothesiren|newyorkcity|thenavigator|thegreatwall|idreamedofthecaucasus|tanka|asongforyou|thiscarclimbedmtwashington|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-16,,1994-01-01,,,Little Civic,Wolverhampton,,UK,damon-and-naomi-2001-05-16-little-civic-wolverhampton-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-17,,1994-01-01,,,Hop and Grapes,Manchester,,UK,damon-and-naomi-2001-05-17-hop-and-grapes-manchester-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-19,,1994-01-01,,,Cumberland Arms,Newcastle,,UK,damon-and-naomi-2001-05-19-cumberland-arms-newcastle-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-20,,1994-01-01,,,King Tuts Wah Wah Hut,Glasgow,,UK,damon-and-naomi-2001-05-20-king-tuts-wah-wah-hut-glasgow-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-23,,1994-01-01,,,VPRO radio,Amsterdam,,Netherlands,damon-and-naomi-2001-05-23-vpro-radio-amsterdam-netherlands,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-24,,1994-01-01,,,Ekko,Utrecht,,Netherlands,damon-and-naomi-2001-05-24-ekko-utrecht-netherlands,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Judah and the Maccabees|The New World|Eye Of The Storm|Turn Of The Century|Song To The Siren|New York City|The Navigator|The Great Wall|I Dreamed of the Caucasus|Tanka|A Song for You|Love,,,,,,,,|judahandthemaccabees|thenewworld|eyeofthestorm|turnofthecentury|songtothesiren|newyorkcity|thenavigator|thegreatwall|idreamedofthecaucasus|tanka|asongforyou|love|
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-26,,1994-01-01,,,Guignette Pirate,Paris,,France,damon-and-naomi-2001-05-26-guignette-pirate-paris-france,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-27,,1994-01-01,,,Gasteszena,San Sebastian,,Spain,damon-and-naomi-2001-05-27-gasteszena-san-sebastian-spain,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-29,,1994-01-01,,,Sala Quatre,Valencia,,Spain,damon-and-naomi-2001-05-29-sala-quatre-valencia-spain,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-05-31,,1994-01-01,,,Intersecciones Fest,Oviedo,,Spain,damon-and-naomi-2001-05-31-intersecciones-fest-oviedo-spain,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
damon-and-naomi,damon-and-naomi,Damon & Naomi,2001,2001-06-01,,1994-01-01,,,Nasti,Madrid,,Spain,damon-and-naomi-2001-06-01-nasti-madrid-spain,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,,
