Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index
Demo,Galaxie 500,,MASTER,,,,,,,,,,,,
Demo tape 2,Galaxie 500,,MC,3,US,1988,,,Tugboat|Oblivious|King of Spain,,,,,,|tugboat|oblivious|kingofspain||||
Demo tape 1,Galaxie 500,,MC,3,US,1987,,,Walking Song|The Other Side|On The Floor,,,,https://static.fullofwishes.co.uk/galaxie500box/images/demotape_lg.gif,Demo Recorded at 6/8 Studios Engineered by Perkins Barnes,|walkingsong|theotherside|onthefloor||||
Demo tape 1,Galaxie 500,,MC,7,US,1987,,,Walking Song|The Other Side|On The Floor|Pride|On The Sofa|Open Road|Well... All Right,,,,https://static.fullofwishes.co.uk/galaxie500box/images/demotape_lg.gif,Demo Recorded at 6/8 Studios Engineered by Perkins Barnes,|walkingsong|theotherside|onthefloor|pride|onthesofa|openroad|wellallright||||
