Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index,My-record-collection
The Days of Our Nights,Luna,,MASTER,,,1999,,,,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna_days.jpg,,,[059] Luna The Days of Our Nights (LP)|https://www.fullofwishes.co.uk/2023/08/08/my-record-collection-recent-acquisition-1-luna-the-days-of-our-nights-lp/;[084] Luna - The Days of Our Nights (Jericho CD)|https://www.fullofwishes.co.uk/2023/10/26/my-record-collection-081-luna-the-days-of-our-nights-jericho-cd/;[258] Luna - The Days of Our Nights (Elektra promo CD)|https://www.fullofwishes.co.uk/2025/06/12/my-record-collection-luna-the-days-of-our-nights/;
The Days of Our Nights,Luna,,CD,12,US,1999,Jericho,90003-2,Dear Diary|Hello Little One|The Old Fashioned Way|Four Thousand Days|Seven Steps to Satan|Superfreaky Memories|Math Wiz|Words Without Wrinkles|The Rustler|US Out of My Pants|The Slow Song|Sweet Child o' Mine,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna_days.jpg,,|deardiary|hellolittleone|theoldfashionedway|fourthousanddays|sevenstepstosatan|superfreakymemories|mathwiz|wordswithoutwrinkles|therustler|usoutofmypants|theslowsong|sweetchildomine||||,
The Days of Our Nights,Luna,,CD,12,GB,1999,Beggars Banquet,BBQCD209,Dear Diary|Hello Little One|The Old Fashioned Way|Four Thousand Days|Seven Steps to Satan|Superfreaky Memories|Math Wiz|Words Without Wrinkles|The Rustler|US Out of My Pants|The Slow Song|Sweet Child o' Mine,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna_days.jpg,,|deardiary|hellolittleone|theoldfashionedway|fourthousanddays|sevenstepstosatan|superfreakymemories|mathwiz|wordswithoutwrinkles|therustler|usoutofmypants|theslowsong|sweetchildomine||||,
The Days of Our Nights,Luna,,LP,12,GB,1999,Beggars Banquet,BBQLP209,Dear Diary|Hello Little One|The Old Fashioned Way|Four Thousand Days|Seven Steps to Satan|Superfreaky Memories,Math Wiz|Words Without Wrinkles|The Rustler|US Out of My Pants|The Slow Song|Sweet Child o' Mine,,,,,|deardiary|hellolittleone|theoldfashionedway|fourthousanddays|sevenstepstosatan|superfreakymemories|mathwiz|wordswithoutwrinkles|therustler|usoutofmypants|theslowsong|sweetchildomine|||,
The Days of Our Nights,Luna,,LP,12,US,2023,Real Gone Music,RGM-1574,Dear Diary|Hello Little One|The Old Fashioned Way|Four Thousand Days|Seven Steps to Satan|Superfreaky Memories,Math Wiz|Words Without Wrinkles|The Rustler|US Out of My Pants|The Slow Song|Sweet Child o' Mine,,,https://media.fullofwishes.co.uk/00-misc/my-record-collection/the-days-of-our-nights-lp-reissue.jpg,"Available in three colours: 100 copies in cream (exclusive from the label website), 300 copies in powder blue (Rough Trade exclusive), and the remainder in orange swirl.",|deardiary|hellolittleone|theoldfashionedway|fourthousanddays|sevenstepstosatan|superfreakymemories|mathwiz|wordswithoutwrinkles|therustler|usoutofmypants|theslowsong|sweetchildomine|||,
