Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index,My-record-collection
Uncollected,Galaxie 500,,MASTER,,US,1997,,,,,,,https://media.fullofwishes.co.uk/01-galaxie_500/sleeves/g500-uncollected-2024.jpg,,,[315] Galaxie 500 - Uncollected Noise New York '88-'90 (CD)|https://www.fullofwishes.co.uk/2026/01/05/my-record-collection-galaxie-500-uncollected-noise-new-york-88-90-cd/;[185] Galaxie 500 - Uncollected Noise New York '88-'90|https://www.fullofwishes.co.uk/2024/10/08/my-record-collection-recent-acquisition-09-and-10-galaxie-500-uncollected-noise-new-york-88-90/;
Uncollected,Galaxie 500,,CD,,US,1997,Rykodisc,,Cheese and Onions|Them|Final Day|Blue Thunder [w/sax]|Maracas Song|Crazy|Jerome|Song in 3|Oblivious|I Can't Believe It's Me|Walking Song|The Other Side|On the Floor|Rain|Don't Let Our Youth Go to Waste|Blue Thunder [video],,,,https://media.fullofwishes.co.uk/01-galaxie_500/sleeves/g500_uncollected.jpg,,|cheeseandonions|them|finalday|bluethunder|maracassong|crazy|jerome|songin3|oblivious|icantbelieveitsme|walkingsong|theotherside|onthefloor|rain|dontletouryouthgotowaste|bluethunder||||,
Uncollected - Noise New York '88-'90,Galaxie 500,,2xLP,,US,2024,Silver Current,,Shout You Down|See Through Glasses|On the Floor|I Can't Believe It's Me|Oblivious [alternate version]|King of Spain,Jerome|Song in 3|Crazy|I Wanna Live|I Will Walk|Cold Night|Ceremony,Never Get to Heaven|Maracas Song|Victory Garden|Blue Thunder [w/sax]|Cheese and Onions|Fourth of July [video mix],Cactus|Moonshot|Them|Final Day|Here She Comes Now,https://media.fullofwishes.co.uk/01-galaxie_500/sleeves/g500-uncollected-2024.jpg,"Available in a deluxe edition, a Bandcamp exlusive coloured vinyl, a UK record shop exclusive coloured vinyl and 'classic' black vinyl.",|shoutyoudown|seethroughglasses|onthefloor|icantbelieveitsme|oblivious|kingofspain|jerome|songin3|crazy|iwannalive|iwillwalk|coldnight|ceremony|nevergettoheaven|maracassong|victorygarden|bluethunder|cheeseandonions|fourthofjuly|cactus|moonshot|them|finalday|hereshecomesnow|,
Uncollected - Noise New York '88-'90,Galaxie 500,,2xCD,,US,2024,Silver Current,,Shout You Down|See Through Glasses|On the Floor|I Can't Believe It's Me|Oblivious [alternate version]|King of Spain|Jerome|Song in 3|Crazy|I Wanna Live|I Will Walk|Cold Night|Ceremony,Never Get to Heaven|Maracas Song|Victory Garden|Blue Thunder [w/sax]|Cheese and Onions|Fourth of July [video mix]|Cactus|Moonshot|Them|Final Day|Here She Comes Now,,,,,|shoutyoudown|seethroughglasses|onthefloor|icantbelieveitsme|oblivious|kingofspain|jerome|songin3|crazy|iwannalive|iwillwalk|coldnight|ceremony|nevergettoheaven|maracassong|victorygarden|bluethunder|cheeseandonions|fourthofjuly|cactus|moonshot|them|finalday|hereshecomesnow|||,
Uncollected - Noise New York '88-'90,Galaxie 500,,2xMC,,US,2024,Silver Current,,Shout You Down|See Through Glasses|On the Floor|I Can't Believe It's Me|Oblivious [alternate version]|King of Spain,Jerome|Song in 3|Crazy|I Wanna Live|I Will Walk|Cold Night|Ceremony,Never Get to Heaven|Maracas Song|Victory Garden|Blue Thunder [w/sax]|Cheese and Onions|Fourth of July [video mix],Cactus|Moonshot|Them|Final Day|Here She Comes Now,,,|shoutyoudown|seethroughglasses|onthefloor|icantbelieveitsme|oblivious|kingofspain|jerome|songin3|crazy|iwannalive|iwillwalk|coldnight|ceremony|nevergettoheaven|maracassong|victorygarden|bluethunder|cheeseandonions|fourthofjuly|cactus|moonshot|them|finalday|hereshecomesnow|,
