Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index,My-record-collection
What's Past is Prologue,Damon & Naomi,,MASTER,,,2026,,,,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-everything-quieter-than-everything-else.jpg,,,
What's Past is Prologue,Damon & Naomi,,Digital,8,,2026,(no label),,"Flowers|When WIll You Come Home|Tugboat|Spook|Decomposing Trees|Don't Let Our Youth Go to Waste|Blue Thunder [w/sax]|Listen, The Snow is Falling",,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-whats-past-is-prologue.jpg,"January 3-5, 2026
Encores with friends at Café Oto, London
released March 6, 2026

A Bandcamp exclusive!

 - Damon Krukowski - acoustic guitar and backing vocals, vocals on 7
 - Naomi Yang - bass, keyboard and backing vocals, vocals on 7
 - Laetitia Sadier - vocals and trombone on 1, 2, 3, backing vocals on 8
 - Mark Webber - electric guitar on 1, 2, 3, 7, bass on 8
 - Richard Youngs - vocals on 4, 5, electric guitar on 4, 5, 6
 - Jess Hickie-Kallenbach - vocals on 6
 - Alabaster DePlume - tenor saxophone on 7, 8
 - Gina Birch - vocals on 8
 - Marie Merlet - backing vocals and tambourine on 8
 - Stewart Lee - snow on 8
 - Recorded by Billy Steiger
 - Mastered by Alan Douches at West West Side Music
",|flowers|whenwillyoucomehome|tugboat|spook|decomposingtrees|dontletouryouthgotowaste|bluethunder|listenthesnowisfalling||||,
