Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index,My-record-collection
Peel Sessions,Galaxie 500,,MASTER,,,2005,,,,,,,https://media.fullofwishes.co.uk/01-galaxie_500/sleeves/g500_peelsessions.jpg,,,[053] Galaxie 500 - Peel Sessions|https://www.fullofwishes.co.uk/2023/07/20/my-record-collection-053-galaxie-500-peel-sessions/;[083] Galaxie 500 - Peel Sessions (CDR)|https://www.fullofwishes.co.uk/2023/10/23/my-record-collection-080-galaxie-500-peel-sessions-cdr/;[198] Galaxie 500 - Peel Sessions (promo)|https://www.fullofwishes.co.uk/2024/11/21/my-record-collection-190-galaxie-500-peel-sessions-promo/;
Peel Sessions,Galaxie 500,,CD,8,US,2005,20|20|20,202020.02,Submission|Final Day|When Will You Come Home|Moonshot|Flowers|Blue Thunder|Decomposing Trees|Don't Let Our Youth Go to Waste,,,,https://media.fullofwishes.co.uk/01-galaxie_500/sleeves/g500_peelsessions.jpg,,|submission|finalday|whenwillyoucomehome|moonshot|flowers|bluethunder|decomposingtrees|dontletouryouthgotowaste||||,
