Title,Artist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes
Luna Live,Luna,MASTER,,,2000,,,,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna_live.jpg,"Recorded at the 9:30 Club in Washington DC December 10 1999 and at the Knitting Factory in New York City, July 14-15 2000. Mixed by Mario Salvati at TMF Studios. Assistant Engineer Tom DeKorte. Recording engineers: Kramer, Rob McCabe (Knitting Factory), Greg Hartman for Big Mo Mobile Recording (Washington DC). Front of house engineers: Dave Curran, Evan Player."
