Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes
Lunapark,Luna,,MASTER,,,1992,,,,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna_lunapark.jpg,"Originally released as Luna²

Dean Wareham - guitars, vocals
Justin Harwood - bass, backing vocals
Stanley Demeski - drums, percussion

Produced by Fred Maher
Engineered by Lloyd Puckitt
Assistant engineer: Susanne Dyer

Recorded and mixed at RPM Studios, NYC
Mastered by Bob Ludwig at Masterdisk, NYC

Grasshopper plays extra electric guitar on “Slide”, “Hey Sister”, “I Want Everything”
Kramer plays piano on “I Want Everything”, Hammond organ on “We’re Both Confused”
David Kleiler plays electric guitar on “Time to Quit”
Sarah T Walker sings backing vocals on “Smile”
Fred Maher plays acoustic guitar on “We’re Both Confused”
Thank you Jimmy Chambers and Byron Guthrie

Art direction: Laurie Henzel
Studio photographs by Macioce"
