Title,Artist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes
Tell Me Do You Miss Me,Luna,MASTER,,,2019,,,,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna-tell-me-do-you-miss-me-live-lp.jpg,Recorded live by Jason Raboin 2004-2005
Mixed by Ray Ketchem with Sean Eden
Quasi-bootleg LP with live tracks from Luna’s 2004-5 tour and 
documentary film by Matthew Buzzell. Numbered limited edition of 750 
with download card included.
Initially available exclusively on the tour of the US in October 2019.
