Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index,My-record-collection
Luna Demos,,,MASTER,,,2015,,,,,,,https://media.fullofwishes.co.uk/05-dean_wareham/sleeves/dean-luna-demos-lux.jpg,,,[058] Dean Wareham - Luna demos|https://www.fullofwishes.co.uk/2023/08/07/my-record-collection-058-dean-wareham-luna-demos/
Luna Demos,Dean Wareham,,Digital,,,2015,Self released,,Anesthesia|I Can't Wait|Time|Crazy People|Slash Your Tires,,,,https://media.fullofwishes.co.uk/05-dean_wareham/sleeves/dean-wareham-luna-demos-1991.jpg,,|anesthesia|icantwait|time|crazypeople|slashyourtires||||,
Luna Demos,Dean Wareham,,LP,,,2018,Lux / Double Feature,,Anesthesia|I Can't Wait|Time|Crazy People,Slash Your Tires|I Can't Wait|Smile,,,https://media.fullofwishes.co.uk/05-dean_wareham/sleeves/dean-luna-demos-lux.jpg,,|anesthesia|icantwait|time|crazypeople|slashyourtires|icantwait|smile|||,
