Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index,My-record-collection
Everything Quieter than Everything Else,Damon & Naomi,,MASTER,,,2017,,,,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-everything-quieter-than-everything-else.jpg,,,[230] Damon & Naomi - Everything Quieter Than Everything Else (CD)|https://www.fullofwishes.co.uk/2025/03/10/my-record-collection-damon-naomi-everything-quieter-than-everything-else-cd/
Everything Quieter than Everything Else,Damon & Naomi,,CD,,,2017,SUPER FUJI DISCS,FJSP286,The Well|Ueno Station|Lilac Land|Stars Never Fade|Love|Beautiful Close Double|The Robot Speaks|The Wind's Twelve Quarters|A Second Life|Araçá Azul|The Earth is Blue,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-everything-quieter-than-everything-else.jpg,,|thewell|uenostation|lilacland|starsneverfade|love|beautifulclosedouble|therobotspeaks|thewindstwelvequarters|asecondlife|aracaazul|theearthisblue||||,
