Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index
Singles,Dean Wareham,,MASTER,,,,,,,,,,https://media.fullofwishes.co.uk/00-misc/dean-wareham-singles-mosaic.jpg,,
Anesthesia,Dean Wareham,,12,,,1991,Mint Tea,MINT6T,Anesthesia,I Can't Wait|Tomato Poodle,,,https://media.fullofwishes.co.uk/05-dean_wareham/sleeves/dean_anesthesia_minttea.jpg,,|anesthesia|icantwait|tomatopoodle|||
Anesthesia,Dean Wareham,,CD,,,1991,Mint Tea,MINT6CD,Anesthesia|I Can't Wait|Tomato Poodle,,,,https://media.fullofwishes.co.uk/05-dean_wareham/sleeves/dean_anesthesia_minttea.jpg,,|anesthesia|icantwait|tomatopoodle||||
Anesthesia,Dean Wareham,,7,,,1991,No. 6 Records,KAR 019,Anesthesia,I Can't Wait,,,,,|anesthesia|icantwait|||
Love is Colder Than Death,Dean Wareham,,7,,,2013,Sonic Cathedral,SCR048,Love is Colder Than Death,She Went Walking in the Rain,,,https://media.fullofwishes.co.uk/05-dean_wareham/sleeves/dean_loveiscolderthandeath_01.jpg,,|loveiscolderthandeath|shewentwalkingintherain|||
Love,Dean Wareham,,7,,,2014,Formosa Punk Records,SHADE 017,Love,^Fallin' in Love - Britta Phillips,,,https://media.fullofwishes.co.uk/05-dean_wareham/sleeves/dean-wareham-love-formosa-punk.jpg,Split single with Britta Phillips,|love|fallininlovebrittaphillips|||
The Dancer Disappears,Dean Wareham,,File,,,2014,Double Feature,,The Dancer Disappears|Love|Holding Pattern [demo],,,,https://media.fullofwishes.co.uk/05-dean_wareham/sleeves/dean-wareham-the-dancer-disappears-hires.jpg,Also as a Sonic Cathedral promo CD,|thedancerdisappears|love|holdingpattern||||
Hey Paula,Dean Wareham,,7,,,2016,Great Pop Supplement,GPS 131,"Don't Think Twice, It's Alright",Hey Paula,,,https://media.fullofwishes.co.uk/05-dean_wareham/sleeves/dean-wareham-hey-paula.jpg,,|dontthinktwiceitsalright|heypaula|||
Along the Santa Fe Trail,Dean Wareham,,7,,,2018,Double Feature,,Along the Santa Fe Trail,,,,,Lathe cut,|alongthesantafetrail||||
