Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index
Video,Galaxie 500,,MASTER,,,,,,,,,,https://media.fullofwishes.co.uk/00-misc/galaxie-500-misc-mosaic.jpg,"Promos, compilations, etc.",
Don't Let Our Youth Go to Waste,Galaxie 500,,DVD,,US,2004,Plexifilm,,"Tugboat [promo video]|When Will You Come Home [promo video]|Blue Thunder [promo video]|Fourth of July [promo video]|Tell Me [UK TV]|Strange [UK TV]|Here She Comes Now [UK TV]|Oblivious [Middle East, Cambridge, MA - 1988-03-19]|I Can't Believe It's Me [Middle East, Cambridge, MA - 1988-03-19]|Back In Your Life [Middle East, Cambridge, MA - 1988-03-19]|Buzz In My Head [Middle East, Cambridge, MA - 1988-03-19]|Tugboat [Commonwealth School, Boston, MA - 1989-04-21]|Temperature's Rising [Commonwealth School, Boston, MA - 1989-04-21]|When Will You Come Home [Commonwealth School, Boston, MA - 1989-04-21]|Flowers [Kennel Club, San Francisco, CA - 1990-03-28]|Blue Thunder [Kennel Club, San Francisco, CA - 1990-03-28]|Decomposing Trees [Kennel Club, San Francisco, CA - 1990-03-28]|Snowstorm [Club Lingerie, Hollywood, CA - 1990-03-30]|Plastic Bird [Club Lingerie, Hollywood, CA - 1990-03-30]|Victory Garden [Club Lingerie, Hollywood, CA - 1990-03-30]|Pictures [Club Lingerie, Hollywood, CA - 1990-03-30]|Ceremony [Club Lingerie, Hollywood, CA - 1990-03-30]|Summertime [Kennel Club, San Francisco, CA - 1990-10-15]|Spook [Kennel Club, San Francisco, CA - 1990-10-15]|Hearing Voices [Kennel Club, San Francisco, CA - 1990-10-15]|Don't Let Our Youth Go To Waste [Kennel Club, San Francisco, CA - 1990-10-15]|Melt Away [Kennel Club, San Francisco, CA - 1990-10-15]","Decomposing Trees [The Point, Atlanta, GA - 1990-01-26]|Pictures [The Point, Atlanta, GA - 1990-01-26]|Don't Let Our Youth Go To Waste [The Point, Atlanta, GA - 1990-01-26]|Blue Thunder [The Point, Atlanta, GA - 1990-01-26]|Plastic Bird [The Point, Atlanta, GA - 1990-01-26]|When Will You Come Home [The Point, Atlanta, GA - 1990-01-26]|Ceremony [The Point, Atlanta, GA - 1990-01-26]|Fourth of July [University of London, UK - 1990-11-15]|Hearing Voices [University of London, UK - 1990-11-15]|Summertime [University of London, UK - 1990-11-15]|Don't Let Our Youth Go To Waste [University of London, UK - 1990-11-15]|Spook [University of London, UK - 1990-11-15]|When Will You Come Home [University of London, UK - 1990-11-15]|Sorry [University of London, UK - 1990-11-15]|Melt Away [University of London, UK - 1990-11-15]|Listen The Snow Is Falling [University of London, UK - 1990-11-15]|Blue Thunder [University of London, UK - 1990-11-15]|Here She Comes Now [University of London, UK - 1990-11-15]",,,https://media.fullofwishes.co.uk/01-galaxie_500/sleeves/galaxie500_dvd_cover300.jpg,Double DVD,|tugboat|whenwillyoucomehome|bluethunder|fourthofjuly|tellme|strange|hereshecomesnow|oblivious|icantbelieveitsme|backinyourlife|buzzinmyhead|tugboat|temperaturesrising|whenwillyoucomehome|flowers|bluethunder|decomposingtrees|snowstorm|plasticbird|victorygarden|pictures|ceremony|summertime|spook|hearingvoices|dontletouryouthgotowaste|meltaway|decomposingtrees|pictures|dontletouryouthgotowaste|bluethunder|plasticbird|whenwillyoucomehome|ceremony|fourthofjuly|hearingvoices|summertime|dontletouryouthgotowaste|spook|whenwillyoucomehome|sorry|meltaway|listenthesnowisfalling|bluethunder|hereshecomesnow|||
