Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index
Video,Damon & Naomi,,MASTER,,,,,,,,,,,,
"Shibuya O Nest, Tokyo, Japan - June 24, 2005",Damon & Naomi,,DVD,,,2006,(no label),,New York City|House of Glass|Turn of the Century|Song to the Siren|Awake in a Muddle|Beautiful Close Double|The Robot Speaks|The Wind's Twelve Quarters|A Second Life|Araçá Azul|The Earth is Blue|Ueno Station|Sendou Kouta|Blue Thunder,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-shibuya-o-nest-2008.jpg,,|newyorkcity|houseofglass|turnofthecentury|songtothesiren|awakeinamuddle|beautifulclosedouble|therobotspeaks|thewindstwelvequarters|asecondlife|aracaazul|theearthisblue|uenostation|sendoukouta|bluethunder||||
"Shibuya O Nest, Tokyo, Japan - 2008",Damon & Naomi,,DVD,,,2008,(no label),,Eye of the Storm|The Well|Ueno Station|On The Aventine|Defibrillation|The New World|Within These Walls|This Car Climbed Mt. Washington|Lilac Land|Stars Never Fade|Love|Cruel Queen,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-shibuya-o-nest-2005.jpg,,|eyeofthestorm|thewell|uenostation|ontheaventine|defibrillation|thenewworld|withinthesewalls|thiscarclimbedmtwashington|lilacland|starsneverfade|love|cruelqueen||||
