Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index
Singles,Damon & Naomi,,MASTER,,,,,,,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-pierre-etoile.jpg,,
Pierre Étoile,Damon & Naomi,,12,,,1991,Rough Trade,R2720,In the Sun|Nineteen Sixty-Nine,This Car Climbed Mt. Washington,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-pierre-etoile.jpg,,in the sun nineteen sixty-nine this car climbed mt. washington  
Pierre Étoile,Damon & Naomi,,CD,,,1991,Rough Trade,R2723,In the Sun|Nineteen Sixty-Nine|This Car Climbed Mt. Washington,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-pierre-etoile.jpg,,in the sun nineteen sixty-nine this car climbed mt. washington   
Pierre Étoile,Damon & Naomi,,CD,,,1997,Elefant,ER-306,In the Sun|Nineteen Sixty-Nine|This Car Climbed Mt. Washington,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-pierre-etoile-elefant.jpg,,in the sun nineteen sixty-nine this car climbed mt. washington   
The Navigator / Awake in a Muddle,Damon & Naomi,,7,,,1997,Earworm,WORM 3,The Navigator,Awake in a Muddle,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/dan_navigator.jpg,,the navigator awake in a muddle  
"It's All Over Now, Baby Blue / Yoo Doo Right",Damon & Naomi,,7,,,1999,Grimsey,,"It's All Over Now, Baby Blue",Yoo Doo Right,,,https://media.fullofwishes.co.uk/ahfow/uploads/2011/12/dan_itsallovernow.jpg,,"it's all over now, baby blue yoo doo right  "
White Christmas,Damon & Naomi,,CDr,,,2008,no label,,White Christmas,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-white-christmas.jpg,,white christmas   
Walking Backwards / The World's Strongest Man,Damon & Naomi,,7,,,2011,Great Pop Supplement,GPS62,Walking Backwards,The World's Strongest Man,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/dan_walking-backwards_f_001.jpg,,walking backwards the world's strongest man  
