slug,artistname,year,date,date-added,series,venue,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,notes
galaxie-500,Galaxie 500,1990,Sun Feb 11 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Falcon, London, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,Decomposing Trees|Snowstorm|Plastic Bird|Here She Comes Now|Don't Let Our Youth Go to Waste|Pictures|Flowers|When Will You Come Home|Victory Garden|Ceremony|Temperature's Rising,,,,,,
galaxie-500,Galaxie 500,1990,Mon Feb 19 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"TT the Bears, Cambridge MA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,Here She Comes Now|Blue Thunder|Victory Garden|Decomposing Trees|When Will You Come Home|Flowers|Temperature's Rising|Ceremony|Don't Let Our Youth Go to Waste|Pictures,,,,,,
galaxie-500,Galaxie 500,1990,Sat Feb 24 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Maxwells, Hoboken NJ, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,Decomposing Trees|Snowstorm|Flowers|Temperature's Rising|Don't Let Our Youth Go to Waste|Blue Thunder|Ceremony|Here She Comes Now,,,,,,
galaxie-500,Galaxie 500,1990,Fri Mar 16 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Paradise, Boston MA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,Decomposing Trees|Here She Comes Now|Flowers|When Will You Come Home|Temperature's Rising|Plastic Bird|Blue Thunder|Ceremony|Snowstorm|Don't Let Our Youth Go to Waste,,,,,,
galaxie-500,Galaxie 500,1990,Fri Mar 23 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Rocket, Providence RI, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,Blue Thunder|Decomposing Trees|Flowers|Temperature's Rising|Summertime|When Will You Come Home|Don't Let Our Youth Go to Waste|Snowstorm|Here She Comes Now|Ceremony,,,,,,
galaxie-500,Galaxie 500,1990,Sun Mar 25 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Cactus Club, San Jose CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,Decomposing Trees|Snowstorm|Flowers|Summertime|Temperature's Rising|Blue Thunder|When Will You Come Home,,,,,,Setlist source: scanned setlist
galaxie-500,Galaxie 500,1990,Wed Mar 28 1990 00:00:00 GMT+0100 (British Summer Time),,,"Kennel Club, San Francisco CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Fri Mar 30 1990 00:00:00 GMT+0100 (British Summer Time),,,"Club Lingerie, Los Angeles CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Sun Apr 01 1990 00:00:00 GMT+0100 (British Summer Time),,,"Bogart's, Los Angeles, CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Sat Jun 16 1990 00:00:00 GMT+0100 (British Summer Time),,,"CBGB's, New York, NY, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Fri Jun 22 1990 00:00:00 GMT+0100 (British Summer Time),,,"Glastonbury Festival, Glastonbury, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Sat Jun 23 1990 00:00:00 GMT+0100 (British Summer Time),,,"Bizarre Festival, Lorelei, Germany",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Tue Jun 26 1990 00:00:00 GMT+0100 (British Summer Time),,,"International 1, Manchester, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,Fourth of July|Spook|Decomposing Trees|Flowers|Melt Away|Summertime|Snowstorm|When Will You Come Home|Ceremony|Don't Let Our Youth Go to Waste|Victory Garden,recording,,,,,
galaxie-500,Galaxie 500,1990,Wed Jun 27 1990 00:00:00 GMT+0100 (British Summer Time),,,"Subterania, London, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Fri Jun 29 1990 00:00:00 GMT+0100 (British Summer Time),,,"Roskilde Festival, Roskilde, Denmark",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,Fourth of July|Decomposing Trees|Flowers|Melt Away|Summertime|Snowstorm|When Will You Come Home|Ceremony|Don't Let Our Youth Go to Waste,,,,,,
galaxie-500,Galaxie 500,1990,Mon Jul 16 1990 00:00:00 GMT+0100 (British Summer Time),,,"Woody's, New York, NY, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,New Music Seminar
galaxie-500,Galaxie 500,1990,Wed Oct 10 1990 00:00:00 GMT+0100 (British Summer Time),,,"Paradise Rock Club, Boston, MA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Thu Oct 11 1990 00:00:00 GMT+0100 (British Summer Time),,,"The Point, Atlanta, GA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums|Peter Buck (REM) - guitar (guest on Don't Let Our Youth Go To Waste),Fourth of July|Hearing Voices|Decomposing Trees|Spook|When Will You Come Home|Summertime|Sorry|Melt Away|Listen The Snow Is Falling|^encore|Don't let Our Youth Go To Waste [with Peter Buck of REM on guitar],https://remtimeline.com/1990.html,,,,,
galaxie-500,Galaxie 500,1990,Fri Oct 12 1990 00:00:00 GMT+0100 (British Summer Time),,,"Lounge Ax, Chicago, IL, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Sat Oct 13 1990 00:00:00 GMT+0100 (British Summer Time),,,"7th Street Entry, Minneapolis, MN, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Mon Oct 15 1990 00:00:00 GMT+0100 (British Summer Time),,,"Kennel Club, San Francisco CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,"Fourth of July|Summertime|Decomposing Trees|When Will You Come Home|Spook|Hearing Voices|Don't Let Our Youth Go to Waste|Melt Away|Listen, the Snow Is Falling|Ceremony|Here She Comes Now|Snowstorm",,,,,,
galaxie-500,Galaxie 500,1990,Tue Oct 16 1990 00:00:00 GMT+0100 (British Summer Time),,,"The Casbah, San Diego, CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Wed Oct 17 1990 00:00:00 GMT+0100 (British Summer Time),,,"Club Lingerie, Los Angeles, CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Fri Oct 19 1990 00:00:00 GMT+0100 (British Summer Time),,,"CBGBs, New York NY, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,"Fourth of July|Summertime|Decomposing Trees|When Will You Come Home|Hearing Voices|Don't Let Our Youth Go to Waste|Spook|Listen, the Snow Is Falling|Melt Away|Snowstorm|Here She Comes Now",,,,,,
galaxie-500,Galaxie 500,1990,Sat Oct 20 1990 00:00:00 GMT+0100 (British Summer Time),,,"9:30 Club, Washington DC, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Thu Nov 01 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Riverside, Newcastle, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,Supporting The Sundays
galaxie-500,Galaxie 500,1990,Thu Nov 01 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Tower Records, London, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - guitar/vocals,,,,,,,In store
galaxie-500,Galaxie 500,1990,Fri Nov 02 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"The Venue, Edinburgh, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Sat Nov 03 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"College of Building and Printing, Glasgow, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,"Fourth of July|Summertime|Hearing Voices|Decomposing Trees|When Will You Come Home|Spook|Listen, the Snow Is Falling|Blue Thunder|Melt Away|Ceremony|Don't Let Our Youth Go to Waste",,,,,,
galaxie-500,Galaxie 500,1990,Sun Nov 04 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"BBC Radio One, London, UK",Radio session,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,Moonshot|Submission|When Will You Come Home|Final Day,,,,,,John Peel Session&lt;ul&gt;&lt;li&gt;Recorded: 30 October 1990&lt;/li&gt;&lt;li&gt;Transmitted: 4 November 1990&lt;/li&gt;&lt;/ul&gt;
galaxie-500,Galaxie 500,1990,Sun Nov 04 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Dance Factory, Dundee, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Tue Nov 06 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Liverpool Polytechnic, Liverpool, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Wed Nov 07 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Leicester University, Leicester, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Fri Nov 09 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Waterfront, Norwich, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Sat Nov 10 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Leadmill, Sheffield, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Sun Nov 11 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Bierkeller, Bristol, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Tue Nov 13 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Goldwyns, Birmingham, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Wed Nov 14 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"International, Manchester, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Thu Nov 15 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"ULU, London, UK",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,"Decomposing Trees|Fourth of July|Hearing Voices|Summertime|Don't Let Our Youth Go to Waste|Spook|When Will You Come Home|Sorry|Melt Away|Listen, the Snow Is Falling|Blue Thunder|Here She Comes Now|Ceremony",,,,,,
galaxie-500,Galaxie 500,1990,Mon Nov 19 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"New Morning, Paris, France",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Wed Nov 21 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Trefcentrum VK, Brussels, Belgium",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,"Blue Thunder|Fourth of July|Hearing Voices|Decomposing Trees|Summertime|Don't Let Our Youth Go to Waste|Spook|When Will You Come Home|Sorry|Melt Away|Listen, the Snow Is Falling",,,,,,
galaxie-500,Galaxie 500,1990,Sat Nov 24 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Philipshalle, Dusseldorf, Germany",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,"Decomposing Trees|Fourth of July|When Will You Come Home|Don't Let Our Youth Go to Waste|Listen, the Snow Is Falling",,,,,,
galaxie-500,Galaxie 500,1990,Mon Nov 26 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Batschkapp, Frankfurt, Germany",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,"Decomposing Trees|Fourth of July|Hearing Voices|Blue Thunder|Summertime|Sorry|When Will You Come Home|Spook|Listen, the Snow Is Falling|Melt Away|Here She Comes Now|Ceremony",,,,,,Setlist source: recording
galaxie-500,Galaxie 500,1990,Tue Nov 27 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Nachtwerk, Munich, Germany",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Thu Nov 29 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Loft, Berlin, Germany",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Fri Nov 30 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Kin and Zilo, Hamburg, Germany",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1990,Sat Dec 01 1990 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Barbue, Copenhagen, Denmark",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,"Decomposing Trees|Fourth of July|Summertime|Sorry|When Will You Come Home|Spook|Listen, the Snow Is Falling|Here She Comes Now|Don't Let Our Youth Go to Waste",,,,,,This show was officially released as the album “Copenhagen
galaxie-500,Galaxie 500,1991,Tue Mar 12 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"American Theater, St Louis, MO, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1991,Thu Mar 14 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Avalon Ballroom, Houston TX, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1991,Fri Mar 15 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Metroplex Arena, Dallas, TX, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1991,Sun Mar 17 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Bren Events Center, Irvine CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1991,Mon Mar 18 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Bren Events Center, Irvine CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,Supporting The Cocteau Twins
galaxie-500,Galaxie 500,1991,Mon Mar 18 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Bren Events Center, Irvine CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,Supporting The Cocteau Twins
galaxie-500,Galaxie 500,1991,Mon Mar 18 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Crawford Hall, Irvine CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,Supporting The Cocteau TwinsOriginally booked in the Bren Events Center.
galaxie-500,Galaxie 500,1991,Wed Mar 20 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Warfield Theater, San Francisco CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,"When Will You Come Home|Flowers|Summertime|Sorry|Melt Away|Listen, the Snow Is Falling",,,,,,
galaxie-500,Galaxie 500,1991,Thu Mar 21 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Warfield Theater, San Francisco CA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,"Decomposing Trees|When Will You Come Home|Summertime|Spook|Ceremony|Melt Away|Listen, the Snow Is Falling",,,,,,
galaxie-500,Galaxie 500,1991,Fri Mar 22 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Orpheum Theatre, Vancouver, Canada",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,Supporting The Cocteau Twins
galaxie-500,Galaxie 500,1991,Sat Mar 23 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Paramount Theatre, Seattle WA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,Opening for The Cocteau Twins
galaxie-500,Galaxie 500,1991,Tue Mar 26 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Paramount Theater, Denver CO, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,Supporting The Cocteau Twins
galaxie-500,Galaxie 500,1991,Thu Mar 28 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Riviera Theater, Chicago IL, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,Supporting The Cocteau Twins
galaxie-500,Galaxie 500,1991,Fri Mar 29 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Michigan Theater, Ann Arbor MI, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,Supporting The Cocteau Twins
galaxie-500,Galaxie 500,1991,Sat Mar 30 1991 00:00:00 GMT+0000 (Greenwich Mean Time),,,"Palace Theatre, Columbus, OH, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1991,Mon Apr 01 1991 00:00:00 GMT+0100 (British Summer Time),,,"Towson Center Arena, Towson MD, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1991,Tue Apr 02 1991 00:00:00 GMT+0100 (British Summer Time),,,"Roseland, New York NY, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,
galaxie-500,Galaxie 500,1991,Wed Apr 03 1991 00:00:00 GMT+0100 (British Summer Time),,,"Walter Brown Arena, Boston MA, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,,,,Opening for The Cocteau Twins
galaxie-500,Galaxie 500,1991,Fri Apr 05 1991 00:00:00 GMT+0100 (British Summer Time),,,"Bowdoin College, Brunswick ME, USA",,,Dean Wareham - guitar/vocals|Naomi Yang - bass/vocals|Damon Krukowski - drums,,,,https://media.fullofwishes.co.uk/01-galaxie_500/show_assets/1991-04-05/19910405-galaxie-500-bowdoin-college-05.jpg,,,
