Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index,My-record-collection
Live Rendezvous,Luna,,MASTER,,,2022,,,,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna-live-rendezvous-bandcamp.jpg,,,[138] Luna - Live Bewitched and Live Rendezvous|https://www.fullofwishes.co.uk/2024/04/30/my-record-collection-recent-acquisition-07-and-08-luna-live-bewitched-and-live-rendezvous/
Live Rendezvous,Luna,,Digital,,,2022,\[no label\],,Malibu Love Nest|Cindy Tastes of Barbecue|Speedbumps|the Owl and the Pussycat|Astronaut|Broken Chair|Star Spangled Man|Motel Bambi|Still at Home|Buffalo Boots|Rainbow Babe|Fuzzy Wuzzy,,,,https://media.fullofwishes.co.uk/02-luna/sleeves/luna-live-rendezvous-bandcamp.jpg,,|malibulovenest|cindytastesofbarbecue|speedbumps|theowlandthepussycat|astronaut|brokenchair|starspangledman|motelbambi|stillathome|buffaloboots|rainbowbabe|fuzzywuzzy||||,
Live Rendezvous,Luna,,2xLP,,US,2023,Bandbox,,Malibu Love Nest|Cindy Tastes of Barbecue|Speedbumps|the Owl and the Pussycat,Astronaut|Broken Chair|Star Spangled Man|Motel Bambi,Still at Home|Buffalo Boots|Rainbow Babe,Fuzzy Wuzzy|Outdoor Miner|Season of The Witch,https://media.fullofwishes.co.uk/02-luna/sleeves/luna-live-rendezvous-lp.png,,|malibulovenest|cindytastesofbarbecue|speedbumps|theowlandthepussycat|astronaut|brokenchair|starspangledman|motelbambi|stillathome|buffaloboots|rainbowbabe|fuzzywuzzy|outdoorminer|seasonofthewitch|,
