Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index
Live at St Pancras Old Church London,Dean Wareham,,MASTER,,,2015,,,,,,,https://media.fullofwishes.co.uk/05-dean_wareham/sleeves/dean-wareham-live-at-st-pancras-sonic-cathedral.jpg,,
Live at St Pancras Old Church London,Dean Wareham,,Cassette,,,2014,Sonic Cathedral,SCR 076,Tugboat|Emancipated Hearts|Blue Thunder|When Will You Come Home|Lost in Space|Love is Colder than Death,Ride Into the Sun|The Deadliest Day Since the Invasion Began|Temperature's Rising|The Longest Bridges in the World|Don't Let Our Youth Go to Waste|Ceremony,,,https://media.fullofwishes.co.uk/05-dean_wareham/sleeves/dean-wareham-live-at-st-pancras-sonic-cathedral.jpg,,tugboat emancipated hearts blue thunder when will you come home lost in space love is colder than death ride into the sun the deadliest day since the invasion began temperature's rising the longest bridges in the world don't let our youth go to waste ceremony  
