Title,Artist,AlbumArtist,Format,No. tracks,Country,Date,Label,CatNo,A,B,C,D,Sleeve,Notes,Track-index
"Monday January 19th, 2004",Damon & Naomi,,MASTER,,,2005,,,,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-19-january-2004.jpg,,
"Monday January 19th, 2004",Damon & Naomi,,CDr,,,2005,(no label),,Araçá Azul|The Earth is Blue|A Second Life|Song to the Siren|My Flower|Love,,,,https://media.fullofwishes.co.uk/03-damon_and_naomi/sleeves/damon-and-naomi-19-january-2004.jpg,,|araazul|theearthisblue|asecondlife|songtothesiren|myflower|love||||
