slug,artistname,year,date,disambiguate,date-added,series,venue,venue-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes
damon-and-naomi,Damon & Naomi,2007,2007-02-23,,1994-01-01,,"Teatre de Lloseta, Palma de Mallorca, Spain",teatre-de-lloseta-palma-de-mallorca-spain,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-02-24,,1994-01-01,,"Les Basses, Barcelona, Spain",les-basses-barcelona-spain,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-09-30,,1994-01-01,,"Empty Bottle, Chicago IL, USA",empty-bottle-chicago-il-usa,,,,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-02,,1994-01-01,,"First Unitarian Church, Philadephia PA, USA",first-unitarian-church-philadephia-pa-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-10-03,,1994-01-01,,"Music Hall of Williamsburg, Brooklyn NY, USA",music-hall-of-williamsburg-brooklyn-ny-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-10-04,,1994-01-01,,"Kelly-Strayhorn Theater, Pittsburgh PA, USA",kelly-strayhorn-theater-pittsburgh-pa-usa,,,,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-05,,1994-01-01,,"Wexner Center for the Arts, Columbus OH, USA",wexner-center-for-the-arts-columbus-oh-usa,,,,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-06,,1994-01-01,,"Mad Planet, Milwaukee WI, USA",mad-planet-milwaukee-wi-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-10-07,,1994-01-01,,"Triple Rock, Minneapolis MN, USA",triple-rock-minneapolis-mn-usa,,,,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-10,,1994-01-01,,"Nightlight Lounge, Bellingham WA, USA",nightlight-lounge-bellingham-wa-usa,,,,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-11,,1994-01-01,,"Chop Suey, Seattle WA, USA",chop-suey-seattle-wa-usa,,,,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-12,,1994-01-01,,"Dantes, Portland OR, USA",dantes-portland-or-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-10-14,,1994-01-01,,"Independent, San Francisco CA, USA",independent-san-francisco-ca-usa,,,,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-15,,1994-01-01,,"Echoplex, Los Angeles CA, USA",echoplex-los-angeles-ca-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-16,,1994-01-01,,"Brickhouse, Phoenix AZ, USA",brickhouse-phoenix-az-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-18,,1994-01-01,,"Ballroom, Marfa TX, USA",ballroom-marfa-tx-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-19,,1994-01-01,,"Mohawk, Austin TX, USA",mohawk-austin-tx-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-10-20,,1994-01-01,,"Spanish Moon, Baton Rouge LA, USA",spanish-moon-baton-rouge-la-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-21,,1994-01-01,,"Bottletree, Birmingham AL, USA",bottletree-birmingham-al-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-10-22,,1994-01-01,,"Earl, Atlanta GA, USA",earl-atlanta-ga-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-23,,1994-01-01,,"40 Watt Club, Athens GA, USA",40-watt-club-athens-ga-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-24,,1994-01-01,,"Cats Cradle, Carrboro NC, USA",cats-cradle-carrboro-nc-usa,,,,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-25,,1994-01-01,,"Satellite Ballroom, Charlottesville VA, USA",satellite-ballroom-charlottesville-va-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-26,,1994-01-01,,"Black Cat, Washington DC, USA",black-cat-washington-dc-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Lilac Land|Eye Of The Storm|Cruel Queen|Ueno Station|The Wind's Twelve Quarters|The Robot Speaks|Turn Of The Century|Stars Never Fade,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-27,,1994-01-01,,"Bard College, Annandale-on-Hudson NY, USA",bard-college-annandale-on-hudson-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-28,,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-10-29,,1994-01-01,,"Middle East, Cambridge MA, USA",middle-east-cambridge-ma-usa,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,Supporting Boris
damon-and-naomi,Damon & Naomi,2007,2007-11-01,,1994-01-01,,"Teatre Xesc Forteza, Palma de Mallorca, Spain",teatre-xesc-forteza-palma-de-mallorca-spain,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-02,,1994-01-01,,"Cafe Teatre Llantiol, Barcelona, Spain",cafe-teatre-llantiol-barcelona-spain,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-03,,1994-01-01,,"Neu!Club, Madrid, Spain",neuclub-madrid-spain,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-06,,1994-01-01,,"West Germany, Berlin, Germany",west-germany-berlin-germany,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-07,,1994-01-01,,"(tba), Prague, Czech Republic",tba-prague-czech-republic,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-09,,1994-01-01,,"The Zoo, Udine, Italy",the-zoo-udine-italy,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-10,,1994-01-01,,"University, Zagreb, Croatia",university-zagreb-croatia,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-11,,1994-01-01,,"Student Center, Belgrade, Serbia",student-center-belgrade-serbia,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-13,,1994-01-01,,"Spazio 211, Torino, Italy",spazio-211-torino-italy,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-14,,1994-01-01,,"Mano, Pescara, Italy",mano-pescara-italy,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-15,,1994-01-01,,"Fortino, Bari, Italy",fortino-bari-italy,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-16,,1994-01-01,,"Init, Roma, Italy",init-roma-italy,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-17,,1994-01-01,,"Il Covo, Bologna, Italy",il-covo-bologna-italy,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-19,,1994-01-01,,"Fleche Dor, Paris, France",fleche-dor-paris-france,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-22,,1994-01-01,,"Lemon Tree, Aberdeen, UK",lemon-tree-aberdeen-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,Lilac Land|Eye Of The Storm|The Well|Ueno Station|Cruel Queen|The Wind's Twelve Quarters|Stars Never Fade,,,,,,,with Michio Kurihara + Picastro + Adrian Crowley
damon-and-naomi,Damon & Naomi,2007,2007-11-23,,1994-01-01,,"Stereo, Glasgow, UK",stereo-glasgow-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2007,2007-11-25,,1994-01-01,,"Scala, London, UK",scala-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/bass/vocals,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-01-19,,1994-01-01,,"Knave, Osaka, Japan",knave-osaka-japan,,,,,,,,,,,opening band: Shinji Shibayama (Nagisa-Nite) and Kanako Kato
damon-and-naomi,Damon & Naomi,2008,2008-01-21,,1994-01-01,,"Shibuya, O-Nest, Tokyo, Japan",shibuya-o-nest-tokyo-japan,,,,,,,,,,,"This evening D&amp;N will feature songs from their new album, Within These Walls. Oopening band: Ghost + Hideki Ishima (ex. Flower Travellin'"
damon-and-naomi,Damon & Naomi,2008,2008-01-22,,1994-01-01,,"Shibuya, O-Nest, Tokyo, Japan",shibuya-o-nest-tokyo-japan,,,,,,,,,,,This evening Damon &amp; Naomi will play favorite songs from their whole career. opening band: Masaki Batoh and Helena Espvall Duo
damon-and-naomi,Damon & Naomi,2008,2008-06-12,,1994-01-01,,"TT the Bears, Cambridge, MA USA",tt-the-bears-cambridge-ma-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-13,,1994-01-01,,"Space Gallery, Portland ME, USA",space-gallery-portland-me-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-14,,1994-01-01,,"Southpaw, Brooklyn NY, USA",southpaw-brooklyn-ny-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-15,,1994-01-01,,"Le Poisson Rouge, New York NY, USA",le-poisson-rouge-new-york-ny-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-16,,1994-01-01,,"Johnny Brendas, Philadelphia PA, USA",johnny-brendas-philadelphia-pa-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-17,,1994-01-01,,"Black Cat, Washington DC, USA",black-cat-washington-dc-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-18,,1994-01-01,,"Garfield Artworks, Pittsburgh PA, USA",garfield-artworks-pittsburgh-pa-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-21,,1994-01-01,,"Empty Bottle, Chicago IL, USA",empty-bottle-chicago-il-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-25,,1994-01-01,,"Whelans, Dublin, Ireland",whelans-dublin-ireland,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-26,,1994-01-01,,"The Roisin Dubh, Galway, Ireland",the-roisin-dubh-galway-ireland,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-27,,1994-01-01,,"Black Box, Belfast, Ireland",black-box-belfast-ireland,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-29,,1994-01-01,,"Les Siestes Electroniques Festival, Toulouse, France",les-siestes-electroniques-festival-toulouse-france,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-06-30,,1994-01-01,,"tba, Bordeaux, France",tba-bordeaux-france,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-07-02,,1994-01-01,,"La Mecanique Ondulatoire, Paris, France",la-mecanique-ondulatoire-paris-france,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2008,2008-10-12,,1994-01-01,,"Rough Trade East, London, UK",rough-trade-east-london-uk,,,,Ueno Station|Song To The Siren|The Robot Speaks|Turn Of The Century|Cruel Queen,,,,,,,Free in-store - 7pm
damon-and-naomi,Damon & Naomi,2009,2009-01-14,,1994-01-01,,"King Tuts Wah Wah Hut, Glasgow, UK",king-tuts-wah-wah-hut-glasgow-uk,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-01-15,,1994-01-01,,"The Luminaire, London, UK",the-luminaire-london-uk,,,Damon Krukowski - guitar/vocals|Naomi Yang - keyboards/vocals|Alasdair Maclean - guitar,,,,,,,,Supported by The Left Outsides
damon-and-naomi,Damon & Naomi,2009,2009-01-16,,1994-01-01,,"Ze Dos Bois, Lisbon, Portugal",ze-dos-bois-lisbon-portugal,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-01-17,,1994-01-01,,"Passos Manuel, Porto, Portugal",passos-manuel-porto-portugal,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-01-18,,1994-01-01,,"Vademecum, Vigo, Spain",vademecum-vigo-spain,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-01-20,,1994-01-01,,"Acapulco, Gijon, Spain",acapulco-gijon-spain,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-01-21,,1994-01-01,,"Matadero, Huesca, Spain",matadero-huesca-spain,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-01-22,,1994-01-01,,"Zero, Tarragona, Spain",zero-tarragona-spain,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-01-30,,1994-01-01,,"Sonic, Lyon, France",sonic-lyon-france,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-01-31,,1994-01-01,,"Festival MoFo, St-Ouen, Paris, France",festival-mofo-st-ouen-paris-france,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-03-21,,1994-01-01,,"La Limonaia, Fucecchio, Firenze, Italy",la-limonaia-fucecchio-firenze-italy,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-03-22,,1994-01-01,,"Mattatoio, Carpi, Modena, Italy",mattatoio-carpi-modena-italy,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-03-23,,1994-01-01,,"(venue tba), Arezzo, Italy",venue-tba-arezzo-italy,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-03-24,,1994-01-01,,"Tetris, Trieste, Italy",tetris-trieste-italy,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-03-25,,1994-01-01,,"Zuni, Ferrara, Italy",zuni-ferrara-italy,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-09-03,,1994-01-01,,"Dulcimer, Manchester, UK",dulcimer-manchester-uk,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-09-04,,1994-01-01,,"Cafe Oto, London UK",cafe-oto-london-uk,,,,,,,,,,,with Amor de Dias (Alasdair from The Clientele and Lupe from Pipas) and The Left Outsides
damon-and-naomi,Damon & Naomi,2009,2009-09-05,,1994-01-01,,"Cafe de Paris, Paris, France",cafe-de-paris-paris-france,,,,,,,,,,,"Out of the Blue Presents: Damon &amp; Naomi (USA), Heligoland (acoustic) (FR/AUS)"
damon-and-naomi,Damon & Naomi,2009,2009-09-06,,1994-01-01,,"Espace En Cours, Paris, France",espace-en-cours-paris-france,,,,,,,,,,,"Le Non Jazz presents:, Damon &amp; Naomi (boston), CATS HATS GOWNS (paris), TG (bruxelles), H&amp;M (paris)"
damon-and-naomi,Damon & Naomi,2009,2009-09-17,,1994-01-01,,"Il Motore, Montreal, Canada",il-motore-montreal-canada,,,,,,,,,,,supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-09-18,,1994-01-01,,"YMCA Theatre, Cambridge, MA, USA",ymca-theatre-cambridge-ma-usa,,,,,,,,,,,Supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-09-19,,1994-01-01,,"Le Poisson Rouge, New York, NY, USA",le-poisson-rouge-new-york-ny-usa,,,,,,,,,,,Supporting A Hawk and a Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-09-19,,1994-01-01,,"Sound Fix Records, Brooklyn, NY, USA",sound-fix-records-brooklyn-ny-usa,,,,,,,,,,,in-store
damon-and-naomi,Damon & Naomi,2009,2009-09-20,,1994-01-01,,"Rock N Roll Hotel, Washington DC, USA",rock-n-roll-hotel-washington-dc-usa,,,,,,,,,,,Supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-09-24,,1994-01-01,,"The Melting Point, Athens, GA, USA",the-melting-point-athens-ga-usa,,,,,,,,,,,Supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-09-25,,1994-01-01,,"The Earl, Atlanta, GA, USA",the-earl-atlanta-ga-usa,,,,,,,,,,,Supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-09-26,,1994-01-01,,"The Pilot Light, Knoxville, TN, USA",the-pilot-light-knoxville-tn-usa,,,,,,,,,,,Supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-10-08,,1994-01-01,,"Spaceland, Los Angeles, CA, USA",spaceland-los-angeles-ca-usa,,,,,,,,,,,Supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-10-09,,1994-01-01,,"Amoeba Records, San Francisco, CA, USA",amoeba-records-san-francisco-ca-usa,,,,,,,,,,,in store
damon-and-naomi,Damon & Naomi,2009,2009-10-09,,1994-01-01,,"Independent, San Francisco, CA, USA",independent-san-francisco-ca-usa,,,,,,,,,,,supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-10-10,,1994-01-01,,"Nocturnum, Eureka, CA, USA",nocturnum-eureka-ca-usa,,,,,,,,,,,supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-10-11,,1994-01-01,,"Cozmic Pizza, Eugene, OR, USA",cozmic-pizza-eugene-or-usa,,,,,,,,,,,supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-10-12,,1994-01-01,,"Doug Fir, Portland, OR, USA",doug-fir-portland-or-usa,,,,,,,,,,,Supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-10-13,,1994-01-01,,"Tractor, Seattle, WA, USA",tractor-seattle-wa-usa,,,,,,,,,,,Supporting A Hawk and a Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-10-15,,1994-01-01,,"Urban Lounge, Salt Lake City, UT, USA",urban-lounge-salt-lake-city-ut-usa,,,,,,,,,,,Supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-10-16,,1994-01-01,,"High Dive, Denver, CO, USA",high-dive-denver-co-usa,,,,,,,,,,,Supporting A Hawk and A Hacksaw
damon-and-naomi,Damon & Naomi,2009,2009-11-04,,1994-01-01,,"The Empty Bottle, Chicago, IL, USA",the-empty-bottle-chicago-il-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-11-07,,1994-01-01,,"Garo, Misawa, Japan",garo-misawa-japan,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-11-08,,1994-01-01,,"Cafe Mozart Atelier, Sendai, Japan",cafe-mozart-atelier-sendai-japan,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-11-10,,1994-01-01,,"Jive, Hiroshima, Japan",jive-hiroshima-japan,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-11-11,,1994-01-01,,"Urban Guild, Kyoto, Japan",urban-guild-kyoto-japan,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-11-12,,1994-01-01,,"K.D Japon, Nagoya, Japan",kd-japon-nagoya-japan,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2009,2009-11-14,,1994-01-01,,"Tsukimiru kimiomofu, Tokyo, Japan",tsukimiru-kimiomofu-tokyo-japan,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-01-30,,1994-01-01,,"92YTribeca, New York, NY, USA",92ytribeca-new-york-ny-usa,,,,,,,,,,,With Kurihara.
damon-and-naomi,Damon & Naomi,2010,2010-01-31,,1994-01-01,,"Brattle Theatre, Cambridge, MA, USA",brattle-theatre-cambridge-ma-usa,,,,,,,,,,,with Kurihara
damon-and-naomi,Damon & Naomi,2010,2010-04-30,,1994-01-01,,"The Old Market, Hove, UK",the-old-market-hove-uk,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-05-01,,1994-01-01,,"The Luminaire, London, UK",the-luminaire-london-uk,,,,,,,,,,,With Amor de Días
damon-and-naomi,Damon & Naomi,2010,2010-05-02,,1994-01-01,,"Philips Church, Salford, Manchester, UK",philips-church-salford-manchester-uk,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-05-03,,1994-01-01,,"The Harley, Sheffield, UK",the-harley-sheffield-uk,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-05-04,,1994-01-01,,"Mono, Glasgow, UK",mono-glasgow-uk,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-05-06,,1994-01-01,,"Cardiff Arts Institute, Cardiff, UK",cardiff-arts-institute-cardiff-uk,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-05-07,,1994-01-01,,"The Fleece, Bristol, UK",the-fleece-bristol-uk,,,,,,,,,,,support band The Fauns)
damon-and-naomi,Damon & Naomi,2010,2010-05-08,,1994-01-01,,"Teatre de Lloseta, Mallorca, Spain",teatre-de-lloseta-mallorca-spain,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-05-10,,1994-01-01,,"Heliogabal, Barcelona, Spain",heliogabal-barcelona-spain,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-05-11,,1994-01-01,,"Mains DOeuvre, Paris, France",mains-doeuvre-paris-france,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-05-12,,1994-01-01,,"Le Lounge, Marseille, France",le-lounge-marseille-france,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-05-13,,1994-01-01,,"Le Baloard, Montpellier, France",le-baloard-montpellier-france,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-05-14,,1994-01-01,,"Galeri Poggi, Paris, France",galeri-poggi-paris-france,,,,,,,,,,,"NOT A MUSIC SHOW - reading/screening/discussion in honor of an exhibition by Cedrick Eymenier, who has made three videos for Damon &amp; Naomi"
damon-and-naomi,Damon & Naomi,2010,2010-05-16,,1994-01-01,,"Kuudes Linja, Helsinki, Finland",kuudes-linja-helsinki-finland,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-08-08,,1994-01-01,,"OFF Festival, Katowice, Poland",off-festival-katowice-poland,,,,,,,,,,,Festival website
damon-and-naomi,Damon & Naomi,2010,2010-10-15,,1994-01-01,,"The Temple, Jamaica Plain MA, USA",the-temple-jamaica-plain-ma-usa,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-10-29,,1994-01-01,,"Knitting Factory, New York, NY, USA",knitting-factory-new-york-ny-usa,,,,,,,,,,,Supporting Masaki Batoh
damon-and-naomi,Damon & Naomi,2010,2010-10-30,,1994-01-01,,"Feeding Tube Records, Northampton, MA, USA",feeding-tube-records-northampton-ma-usa,,,,,,,,,,,Supporting Masaki Batoh
damon-and-naomi,Damon & Naomi,2010,2010-12-03,,1994-01-01,,"Palacio de Festivales de Cantabria, Santander, Spain",palacio-de-festivales-de-cantabria-santander-spain,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-12-04,,1994-01-01,,"Fotomatón, Madrid, Spain",fotomatón-madrid-spain,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-12-05,,1994-01-01,,"Cafe and Pop Torgal, Ourense, Spain",cafe-and-pop-torgal-ourense-spain,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-12-06,,1994-01-01,,"Sonic, Lyon, France",sonic-lyon-france,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-12-14,,1994-01-01,,"Les Voutes, Paris, France",les-voutes-paris-france,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-12-17,,1994-01-01,,"The Haymakers, Cambridge, UK",the-haymakers-cambridge-uk,,,,,,,,,,,
damon-and-naomi,Damon & Naomi,2010,2010-12-18,,1994-01-01,,"Borderline, London, UK",borderline-london-uk,,,,,,,,,,,Supporting The Clientele
damon-and-naomi,Damon & Naomi,2011,2011-04-16,,1994-01-01,,"Sound Fix Records, Brooklyn, NY, USA",sound-fix-records-brooklyn-ny-usa,,,,,,,,,,,in-store performance for Record Store Day
damon-and-naomi,Damon & Naomi,2011,2011-05-09,,1994-01-01,,"Captains Rest, Glasgow, UK",captains-rest-glasgow-uk,,,,,,,,,,,with Michio Kurihara and Richard Youngs
damon-and-naomi,Damon & Naomi,2011,2011-05-10,,1994-01-01,,"Rough Trade East, London, UK",rough-trade-east-london-uk,,,,,,,,,,,in-store performance 7pm
damon-and-naomi,Damon & Naomi,2011,2011-05-11,,1994-01-01,,"Cafe Oto, London, UK",cafe-oto-london-uk,,,,,,,,,,,with Michio Kurihara and Richard Youngs
damon-and-naomi,Damon & Naomi,2011,2011-05-11,,1994-01-01,,"Xfm, London, UK",xfm-london-uk,Radio session,,,,,,,,,Download|https://www.fullofwishes.co.uk/2021/05/11/ten-years-ago-damon-and-naomi-on-xfm/|A Head Full of Wishes,radio session with Michio Kurihara. Broadcast 2011-05-18
damon-and-naomi,Damon & Naomi,2011,2011-05-13,,1994-01-01,,"The Kings Arms, Penryn, Cornwall, UK",the-kings-arms-penryn-cornwall-uk,,,,,,,,,,,with Michio Kurihara and Richard Youngs
damon-and-naomi,Damon & Naomi,2011,2011-05-14,,1994-01-01,,"The Cube Cinema, Bristol, UK",the-cube-cinema-bristol-uk,,,,,,,,,,,with Michio Kurihara and Richard Youngs
damon-and-naomi,Damon & Naomi,2011,2011-05-18,,1994-01-01,,"Red Palace, Washington DC, USA",red-palace-washington-dc-usa,,,,,,,,,,,with Amor de Días
damon-and-naomi,Damon & Naomi,2011,2011-05-19,,1994-01-01,,"The Art Center, Carrboro, NC, USA",the-art-center-carrboro-nc-usa,,,,,,,,,,,with Amor de Días
